postId,annId,offensiveYN,reasoning,source,prediction,tweet,dialAm,vulgar,targetsBlackPeople,isAAE,annotatorAge,annotatorGender,annotatorMinority,annotatorPolitics,annotatorRace,intent,racist,toany,toyou,off_avg,annotatorPoliticsBinary,cluster
3317,10638687,0,it is a quote from a famous person and the language used is informal but not derogatory,baseline,0,"Folks can say what they like about me, but they CAN'T say my views, the fruits of MY considerations AIN'T mine ~ #CriticalThinking",aae,False,False,True,40.0,woman,{},-0.5,black,2,1,2,2,2.0,liberal,0
3317,10638687,0,it is a quote from a famous person and the language used is a quote from a famous person,gender_race_political,0,"Folks can say what they like about me, but they CAN'T say my views, the fruits of MY considerations AIN'T mine ~ #CriticalThinking",aae,False,False,True,40.0,woman,{},-0.5,black,2,1,2,2,2.0,liberal,0
2317,3088028,0,it is a criticism of the actors in a tv show,baseline,0,I can understand criticizing the story or not liking a track but getting personal with the actors is where you cross the lines #Ishqbaaaz,white,False,False,False,30.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
2317,3088028,0,it is a criticism of a tv show and does not contain hate speech or explicit language,gender_race_political,0,I can understand criticizing the story or not liking a track but getting personal with the actors is where you cross the lines #Ishqbaaaz,white,False,False,False,30.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,0
1761,10638687,1,it is a statement that argues against racism,baseline,0,Uhm well it's pretty damn simple. Using negro when you're fighting a black man is absolutely not racist,white,True,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,1
1761,10638687,1,it is a statement that uses a racial slur in a context that is not derogatory,gender_race_political,0,Uhm well it's pretty damn simple. Using negro when you're fighting a black man is absolutely not racist,white,True,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,1
2282,10638687,0,it is a normal sentence about schoolwork,baseline,0,And then for ICT I need to do my evaluation and for science I need to do an evaluation on one piece of coursework & add something to another,white,False,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
2282,10638687,0,it is a normal sentence about schoolwork,gender_race_political,0,And then for ICT I need to do my evaluation and for science I need to do an evaluation on one piece of coursework & add something to another,white,False,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
3668,49021087,0,it is a colloquial way to express frustration and disappointment,baseline,0,"im so laid back & Understanding , i Don't know why i get lied to :woman_shrugging_medium_skin_tone: i Honestly Truly don't be giving A Fuck :bangbang:",aae,True,False,True,25.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
3668,49021087,0,it is a colloquial way to express frustration and disappointment,gender_race_political,0,"im so laid back & Understanding , i Don't know why i get lied to :woman_shrugging_medium_skin_tone: i Honestly Truly don't be giving A Fuck :bangbang:",aae,True,False,True,25.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
155,10638687,0,it is a neutral statement about a political issue,baseline,0,apparently Japan has accepted 28 refugees in the past years...28 is that it?,white,False,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
155,10638687,0,it is a neutral statement about a political issue,gender_race_political,0,apparently Japan has accepted 28 refugees in the past years...28 is that it?,white,False,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
100,49021087,0,it is a strong criticism but does not contain hate speech or explicit language,baseline,0,They behave in such foolish ways that I'm suprised they're still around.,hispanic,False,False,False,25.0,man,{},-1.0,black,3,3,2,2,2.0,liberal,0
100,49021087,0,it is a strong criticism but does not contain hate speech or explicit language,gender_race_political,0,They behave in such foolish ways that I'm suprised they're still around.,hispanic,False,False,False,25.0,man,{},-1.0,black,3,3,2,2,2.0,liberal,0
3251,3770894,0,it is a news report,baseline,0,Judge rules to allow 1st Title IX claim against Baylor - and negligence claims against frm Coach Art Briles & frm AD Ian McCaw - to proceed,aae,False,False,True,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,1
3251,3770894,0,it is a news headline and does not contain any hate or explicit language,gender_race_political,0,Judge rules to allow 1st Title IX claim against Baylor - and negligence claims against frm Coach Art Briles & frm AD Ian McCaw - to proceed,aae,False,False,True,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,0
15,3088028,0,it is a neutral statement,baseline,0,Why don't Max just stay in the kitchen?,white,False,False,False,30.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
15,3088028,0,it is a neutral statement about a person's profession,gender_race_political,0,Why don't Max just stay in the kitchen?,white,False,False,False,30.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
2722,8526465,0,it is a political statement that uses strong language but does not contain hate speech or explicit language,baseline,0,Black and Brown activists: ICE & police are terrorizing our people White liberals: We won't give up until we get Trump's tax returns!,white,False,False,False,35.0,man,{},0.0,black,2,1,2,1,1.5,neutral,0
2722,8526465,0,it is a political statement that uses strong language but does not contain hate speech or explicit language,gender_race_political,0,Black and Brown activists: ICE & police are terrorizing our people White liberals: We won't give up until we get Trump's tax returns!,white,False,False,False,35.0,man,{},0.0,black,2,1,2,1,1.5,neutral,0
2240,3770894,0,it is a sports schedule,baseline,0,"Away today, 3/30... Girls Tennis @ Woodbridge, 3:30 Girls Soccer @ Woodbridge - JV-5:30, V-7 JV Softball @ Broad Run, 6:30 #GoLadyRaiders",white,False,False,False,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,1
2240,3770894,0,it is a sports schedule,gender_race_political,0,"Away today, 3/30... Girls Tennis @ Woodbridge, 3:30 Girls Soccer @ Woodbridge - JV-5:30, V-7 JV Softball @ Broad Run, 6:30 #GoLadyRaiders",white,False,False,False,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,1
2349,10638687,0,it is a neutral statement about public discourse,baseline,0,Yeah U did ask - you are speaking to the public with knowledge of their right to reply. If someone speaks back to U it's between U and them.,white,False,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
2349,10638687,0,it is a neutral statement about public discourse,gender_race_political,0,Yeah U did ask - you are speaking to the public with knowledge of their right to reply. If someone speaks back to U it's between U and them.,white,False,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
2992,3770894,0,it is an expression of frustration,baseline,0,Not having access to my money is fucking pissing me off!!!!,white,True,False,False,40.0,woman,black; female,-1.0,black,2,1,3,2,2.5,liberal,1
2992,3770894,0,it is a common expression of frustration,gender_race_political,0,Not having access to my money is fucking pissing me off!!!!,white,True,False,False,40.0,woman,black; female,-1.0,black,2,1,3,2,2.5,liberal,1
2320,3770894,0,it is a motivational quote,baseline,0,"Find your spirit, and no challenge will keep you from achieving your goals. - Christopher Penn #quote",white,False,False,False,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,1
2320,3770894,0,it is a quote with a positive message,gender_race_political,0,"Find your spirit, and no challenge will keep you from achieving your goals. - Christopher Penn #quote",white,False,False,False,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,1
500,3088028,0,it is a metaphorical expression,baseline,0,plums are one of the reasons why the world sucks,white,True,False,False,30.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
500,3088028,0,it is a subjective statement about the world,gender_race_political,0,plums are one of the reasons why the world sucks,white,True,False,False,30.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
3237,74158862,1,it is a lighthearted and playful conversation between two people,baseline,0,"""Finally got my gf to watch #WynonnaEarp last night. She kept calling Bobo """"The Badonkadonk"""" so you win some you lose some I guess.""",aae,False,False,True,45.0,man,NONE,1.0,black,4,4,4,3,3.5,conservative,1
3237,74158862,1,it is a lighthearted and playful conversation between two people,gender_race_political,0,"""Finally got my gf to watch #WynonnaEarp last night. She kept calling Bobo """"The Badonkadonk"""" so you win some you lose some I guess.""",aae,False,False,True,45.0,man,NONE,1.0,black,4,4,4,3,3.5,conservative,1
3431,10638687,0,it is a positive comment about a song,baseline,0,""":: I have to listen to Con Funk Shun | """"Love's Train LIVE"""" from the Live For Ya Ass album every morning ..""",aae,True,False,True,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
3431,10638687,0,it is a positive comment about a song,gender_race_political,0,""":: I have to listen to Con Funk Shun | """"Love's Train LIVE"""" from the Live For Ya Ass album every morning ..""",aae,True,False,True,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
3348,10166032,0,it is a casual conversation about a personal experience and does not contain any explicit language or hate speech,baseline,0,You know what it's cool... :joy: Dee gonna get signed bruh I know it! We was robbed once again :expressionless: #TheRapGame,aae,False,False,True,45.0,man,{},0.0,black,1,1,1,1,1.0,neutral,0
3348,10166032,0,it is a casual conversation about a personal experience,gender_race_political,0,You know what it's cool... :joy: Dee gonna get signed bruh I know it! We was robbed once again :expressionless: #TheRapGame,aae,False,False,True,45.0,man,{},0.0,black,1,1,1,1,1.0,neutral,1
3319,10638687,0,it is a lighthearted and playful conversation between two people,baseline,0,"""Asking :boy_medium-light_skin_tone: a few questions about his day and I get """"Ohhhhh DeLana, DeLana, DeLana, you ask too many questions."""" :face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes:""",aae,False,False,True,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
3319,10638687,0,it is a lighthearted and playful conversation between two people,gender_race_political,0,"""Asking :boy_medium-light_skin_tone: a few questions about his day and I get """"Ohhhhh DeLana, DeLana, DeLana, you ask too many questions."""" :face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes:""",aae,False,False,True,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
2931,10638687,0,it is a comment about a song and contains mild profanity,baseline,0,"""This """"Throwing Elbows"""" remix i found is fuckin insane :disappointed_relieved::headphones::musical_note:""",white,True,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,0
2931,10638687,0,it is a comment about a song and contains mild profanity,gender_race_political,0,"""This """"Throwing Elbows"""" remix i found is fuckin insane :disappointed_relieved::headphones::musical_note:""",white,True,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,0
3365,3088028,0,it is a quote from the bible,baseline,0,"""""""Let them praise the name of the LORD: for his name alone is excellent; his glory is above the earth and heaven."""" ~Psalms 148:13 #Bible""",aae,False,False,True,30.0,woman,{},-0.5,black,1,1,2,1,1.5,liberal,1
3365,3088028,0,it is a quote from the bible,gender_race_political,0,"""""""Let them praise the name of the LORD: for his name alone is excellent; his glory is above the earth and heaven."""" ~Psalms 148:13 #Bible""",aae,False,False,True,30.0,woman,{},-0.5,black,1,1,2,1,1.5,liberal,1
3518,10638687,0,it is a colloquial way to express frustration,baseline,0,"""Also made this boy bacon and eggs this morning. He picked up his fork and said """"are the waffles still in the oven?"""". Ain't no damn waffles b""",aae,False,False,True,40.0,woman,{},-0.5,black,2,1,2,2,2.0,liberal,1
3518,10638687,0,it is a colloquial way to express frustration and contains a mild profanity,gender_race_political,0,"""Also made this boy bacon and eggs this morning. He picked up his fork and said """"are the waffles still in the oven?"""". Ain't no damn waffles b""",aae,False,False,True,40.0,woman,{},-0.5,black,2,1,2,2,2.0,liberal,1
2685,49021087,0,it is a song lyric,baseline,0,"Pour your misery down, pour your misery down on me Pour your misery down, pour your misery down on me",white,False,False,False,25.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
2685,49021087,0,it is a song lyric,gender_race_political,0,"Pour your misery down, pour your misery down on me Pour your misery down, pour your misery down on me",white,False,False,False,25.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
3245,8526465,0,it is a polite and professional message,baseline,0,"""""""That was decades ago, Cecil! Anyway, we want to know what we can do to keep your business."""" #KevinBot""",aae,False,False,True,35.0,man,{},0.0,black,1,1,1,1,1.0,neutral,1
3245,8526465,0,it is a polite and professional message,gender_race_political,0,"""""""That was decades ago, Cecil! Anyway, we want to know what we can do to keep your business."""" #KevinBot""",aae,False,False,True,35.0,man,{},0.0,black,1,1,1,1,1.0,neutral,1
3379,3088028,0,it is a colloquial way to describe a situation and does not contain hate language,baseline,0,switching lanes but ion got no gears:no_entry_sign::dash: shawty said she wanna ride but she don't know how to steer:man_facepalming_medium-light_skin_tone::put_litter_in_its_place:,aae,False,False,True,30.0,woman,{},-0.5,black,1,1,2,2,2.0,liberal,0
3379,3088028,0,it is a colloquial way to describe a situation and does not contain hate language,gender_race_political,0,switching lanes but ion got no gears:no_entry_sign::dash: shawty said she wanna ride but she don't know how to steer:man_facepalming_medium-light_skin_tone::put_litter_in_its_place:,aae,False,False,True,30.0,woman,{},-0.5,black,1,1,2,2,2.0,liberal,0
609,10638687,1,it is a personal opinion about a person's behavior and contains strong language but is not directed at a protected group,baseline,0,What a narcisistic bitch. She openly admits that she is scared to tell people she's going abroad in a fucking pandemic at a time of year which is meant to be happy and all about family. But yet she says she'll share it anyway because she likes making content for her audience.,white,True,False,False,40.0,woman,{},-0.5,black,5,1,5,5,5.0,liberal,0
609,10638687,1,it is a personal opinion about someone's behavior and contains strong language but is not directed at a protected group,gender_race_political,0,What a narcisistic bitch. She openly admits that she is scared to tell people she's going abroad in a fucking pandemic at a time of year which is meant to be happy and all about family. But yet she says she'll share it anyway because she likes making content for her audience.,white,True,False,False,40.0,woman,{},-0.5,black,5,1,5,5,5.0,liberal,0
2799,10638687,1,it is a fictional context and the language used is not derogatory,baseline,0,"""""""I am happy to report that drowning does kill this demonic entity. Oh holy are the waters of Chernarus!"""" Omg, DED ;)""",white,False,False,False,40.0,woman,{},-0.5,black,4,1,4,4,4.0,liberal,0
2799,10638687,1,it is a fictional context and the language used is not derogatory,gender_race_political,0,"""""""I am happy to report that drowning does kill this demonic entity. Oh holy are the waters of Chernarus!"""" Omg, DED ;)""",white,False,False,False,40.0,woman,{},-0.5,black,4,1,4,4,4.0,liberal,0
3290,10166032,0,it is a positive comment with colloquial language,baseline,0,AND I LOVE HOW JINWOO GET A LOT OF LINE LIKE YAS BRUH DO IT BRUH IT'S UR TIME TO SHINE U HAVE UNIQUE VOICE <3,aae,False,False,True,45.0,man,{},0.0,black,1,1,1,1,1.0,neutral,1
3290,10166032,0,it is a positive and enthusiastic message,gender_race_political,0,AND I LOVE HOW JINWOO GET A LOT OF LINE LIKE YAS BRUH DO IT BRUH IT'S UR TIME TO SHINE U HAVE UNIQUE VOICE <3,aae,False,False,True,45.0,man,{},0.0,black,1,1,1,1,1.0,neutral,1
913,3088028,0,it is a discussion about a religious topic and does not contain hate speech or explicit language,baseline,0,The definition of adultery is to adulterate (corrupt) your race. Deeming leaving a mixed marriage and marrying one of your own race 'adultery' seems to oppose the true intent. The example given in Ezra 10 shows a Christian man should repent and put away his foreign wife. (It helps to see this from a C.I. point of view.),white,False,False,False,30.0,woman,{},-0.5,black,3,2,3,2,2.5,liberal,0
913,3088028,0,it is a discussion about a religious topic and does not contain hate speech or explicit language,gender_race_political,0,The definition of adultery is to adulterate (corrupt) your race. Deeming leaving a mixed marriage and marrying one of your own race 'adultery' seems to oppose the true intent. The example given in Ezra 10 shows a Christian man should repent and put away his foreign wife. (It helps to see this from a C.I. point of view.),white,False,False,False,30.0,woman,{},-0.5,black,3,2,3,2,2.5,liberal,0
2545,8526465,0,it is a positive statement about the city's diversity and acceptance of alternative lifestyles,baseline,0,I really appreciate the fact that I get to live in a city with a lot of other kinky people. It's not something to take for granted.,white,True,False,False,35.0,man,{},0.0,black,1,1,2,1,1.5,neutral,0
2545,8526465,0,it is a positive statement about the diversity of the city,gender_race_political,0,I really appreciate the fact that I get to live in a city with a lot of other kinky people. It's not something to take for granted.,white,True,False,False,35.0,man,{},0.0,black,1,1,2,1,1.5,neutral,1
3400,3770894,0,it is a subjective opinion about two artists and contains colloquial language,baseline,0,"""Im ALWAYS here for objective Beyonce analysis but I do NOT see what yall see for Ashanti and never have """"oh babay"""" :face_with_rolling_eyes::joy:""",aae,False,False,True,40.0,woman,black; female,-1.0,black,2,1,4,1,2.5,liberal,0
3400,3770894,0,it is a subjective opinion about two artists and contains colloquial language,gender_race_political,0,"""Im ALWAYS here for objective Beyonce analysis but I do NOT see what yall see for Ashanti and never have """"oh babay"""" :face_with_rolling_eyes::joy:""",aae,False,False,True,40.0,woman,black; female,-1.0,black,2,1,4,1,2.5,liberal,0
2486,10166032,0,it is a joke and the use of the word 'nude' is used in a non-explicit way,baseline,0,Gray are you sure that you are bigger in every way!? Look at Ethan's nude buddy :joy: @GraysonDolan @EthanDolan,white,True,False,False,45.0,man,{},0.0,black,3,1,3,2,2.5,neutral,0
2486,10166032,0,it is a joke and contains a meme,gender_race_political,0,Gray are you sure that you are bigger in every way!? Look at Ethan's nude buddy :joy: @GraysonDolan @EthanDolan,white,True,False,False,45.0,man,{},0.0,black,3,1,3,2,2.5,neutral,0
2394,10638687,0,it is a political statement with a strong opinion,baseline,0,"I'm one that believes in freedom of speech, but where Pres. Trump is concerned with his twitter acct., I'm opposed to freedom of tweet 4 him",white,False,False,False,40.0,woman,{},-0.5,black,2,1,2,2,2.0,liberal,1
2394,10638687,0,"it is a political statement with a strong opinion, but it does not contain hate speech or explicit language",gender_race_political,0,"I'm one that believes in freedom of speech, but where Pres. Trump is concerned with his twitter acct., I'm opposed to freedom of tweet 4 him",white,False,False,False,40.0,woman,{},-0.5,black,2,1,2,2,2.0,liberal,0
3303,70803086,0,it is a joke and does not contain any hate or explicit language,baseline,0,"I bet you Wenger would say he had wanted to sign Mane too, always signing players in his head. #aprilfoolsday",aae,False,False,True,25.0,man,{},0.0,black,1,1,1,1,1.0,neutral,0
3303,70803086,0,it is a joke and does not contain any hate or explicit language,gender_race_political,0,"I bet you Wenger would say he had wanted to sign Mane too, always signing players in his head. #aprilfoolsday",aae,False,False,True,25.0,man,{},0.0,black,1,1,1,1,1.0,neutral,0
646,74158862,1,it is a statement of sadness and affection for a brother,baseline,0,nothing hurts me worse than when I think be abt my brother! that shit hurt dawg i really miss my nigga,aae,True,False,True,45.0,man,NONE,1.0,black,3,5,5,3,4.0,conservative,1
646,74158862,1,it is a colloquial expression of sympathy and affection,gender_race_political,0,nothing hurts me worse than when I think be abt my brother! that shit hurt dawg i really miss my nigga,aae,True,False,True,45.0,man,NONE,1.0,black,3,5,5,3,4.0,conservative,1
3561,74158862,1,it is a political statement and does not contain any hate speech or explicit language,baseline,0,#TripleTalaqArrest Its high time our Naton Muslim Women shld b free frm binding of Triple Talaq. Its making life of Muslim Women miserable,aae,False,False,True,45.0,man,NONE,1.0,black,3,5,5,3,4.0,conservative,0
3561,74158862,1,it is a political statement that uses strong language but does not contain hate speech or explicit language,gender_race_political,0,#TripleTalaqArrest Its high time our Naton Muslim Women shld b free frm binding of Triple Talaq. Its making life of Muslim Women miserable,aae,False,False,True,45.0,man,NONE,1.0,black,3,5,5,3,4.0,conservative,0
142,74158862,1,it is a subjective opinion about a public figure,baseline,0,"Kamala Harris comes off as such an insufferable lying person. Sorry, its just true.",white,False,False,False,45.0,man,NONE,1.0,black,3,5,4,3,3.5,conservative,1
142,74158862,1,it is a subjective opinion about a public figure,gender_race_political,0,"Kamala Harris comes off as such an insufferable lying person. Sorry, its just true.",white,False,False,False,45.0,man,NONE,1.0,black,3,5,4,3,3.5,conservative,1
3302,54904271,0,it is a neutral statement about a person's appearance,baseline,0,"""I showed him a picture of 21 savage and he said """"yeah he looked like that"""". I think my dad just met 21 savage.""",aae,False,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
3302,54904271,0,it is a neutral statement about a celebrity,gender_race_political,0,"""I showed him a picture of 21 savage and he said """"yeah he looked like that"""". I think my dad just met 21 savage.""",aae,False,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
3594,41088410,1,it is a colloquial way to express frustration about hair styling,baseline,0,I just want my fucking hair done :woman_facepalming_medium-dark_skin_tone: guess I gotta try to do it myself cause I know another mf aint gone do it :face_with_rolling_eyes:,aae,True,False,True,30.0,woman,{},-0.5,black,3,1,4,5,4.5,liberal,1
3594,41088410,1,it is a colloquial expression of frustration and contains mild profanity,gender_race_political,0,I just want my fucking hair done :woman_facepalming_medium-dark_skin_tone: guess I gotta try to do it myself cause I know another mf aint gone do it :face_with_rolling_eyes:,aae,True,False,True,30.0,woman,{},-0.5,black,3,1,4,5,4.5,liberal,0
3412,54904271,0,it is a personal opinion about promposals and contains colloquial language,baseline,0,"""These promposals make me mad even at my age because my promosal was my exboyfriend saying """"Can I wear a cane to prom"""" :face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes: Aggy ass :joy::joy::joy:""",aae,True,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,0
3412,54904271,0,it is a personal opinion about promposals and contains colloquial language,gender_race_political,0,"""These promposals make me mad even at my age because my promosal was my exboyfriend saying """"Can I wear a cane to prom"""" :face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes: Aggy ass :joy::joy::joy:""",aae,True,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,0
4,54904271,0,it is a neutral statement about personal taste,baseline,0,I do not dislike vegetables just the majority of them,white,False,False,False,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
4,54904271,0,it is a neutral statement about personal taste,gender_race_political,0,I do not dislike vegetables just the majority of them,white,False,False,False,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
3349,54904271,0,it is a promotional message,baseline,0,Get ready for #DigiTrendz - Entertainment News on #ShoutsOnY @Y1079FM x @Y979FM brought to you by @MTNGhana @caroline4real @quarpshansen,aae,False,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
3349,54904271,0,it is a promotional message,gender_race_political,0,Get ready for #DigiTrendz - Entertainment News on #ShoutsOnY @Y1079FM x @Y979FM brought to you by @MTNGhana @caroline4real @quarpshansen,aae,False,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
2356,18991638,0,it is a positive message of appreciation and encouragement,baseline,0,Thank you to our governors who spent the day in school looking at our learning. We hope you were impressed? #TeamManor #Aspirebelieveachieve,white,False,False,False,35.0,woman,"immigrant, black,",0.0,black,1,1,1,1,1.0,neutral,1
2356,18991638,0,it is a positive message of appreciation and encouragement,gender_race_political,0,Thank you to our governors who spent the day in school looking at our learning. We hope you were impressed? #TeamManor #Aspirebelieveachieve,white,False,False,False,35.0,woman,"immigrant, black,",0.0,black,1,1,1,1,1.0,neutral,1
3519,54904271,0,it is a negative comment about a game character,baseline,0,I hate the Nimbasa Ferris Wheel... It was hard to trust N after he told me that he was Plasma's king.,aae,False,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
3519,54904271,0,it is a negative comment about a character in a game,gender_race_political,0,I hate the Nimbasa Ferris Wheel... It was hard to trust N after he told me that he was Plasma's king.,aae,False,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
1719,54904271,1,it is a statement of support for a particular group of people,baseline,0,Good to see these guys! We need more white lawyers to fight the good fight!!,aae,False,True,True,45.0,man,{},-1.0,black,3,5,4,5,4.5,liberal,1
1719,54904271,1,it is a positive statement about the need for more white lawyers,gender_race_political,0,Good to see these guys! We need more white lawyers to fight the good fight!!,aae,False,True,True,45.0,man,{},-1.0,black,3,5,4,5,4.5,liberal,1
2718,74158862,1,it is a neutral comment about a football manager,baseline,0,Whole Moyes thing got blown out of proportion but tbf a wanted him to fined and sacked cos he's an awful manager,white,False,False,False,45.0,man,NONE,1.0,black,5,3,5,2,3.5,conservative,1
2718,74158862,1,it is a neutral comment about a football manager,gender_race_political,0,Whole Moyes thing got blown out of proportion but tbf a wanted him to fined and sacked cos he's an awful manager,white,False,False,False,45.0,man,NONE,1.0,black,5,3,5,2,3.5,conservative,1
3415,54904271,0,it is a casual conversation about wanting to eat donuts at 1 am,baseline,0,i want 2 go 2 the kitchen and snatch some donuts from d fridge but im afraid i might wake them im so gutom n its 1 am ya feel me hekkkkkk,aae,True,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
3415,54904271,0,it is a casual conversation about wanting to eat donuts at 1 am,gender_race_political,0,i want 2 go 2 the kitchen and snatch some donuts from d fridge but im afraid i might wake them im so gutom n its 1 am ya feel me hekkkkkk,aae,True,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
3289,54904271,0,it is a quote from a song and a post about a person's happiness,baseline,0,"""""""We gon' sit on an airplane~ gon' sit on airplane~"""" Sings happily on the way to the airport with @_LanceHunter_.""",aae,False,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,0
3289,54904271,0,it is a quote from a song and a post about a person's daily life,gender_race_political,0,"""""""We gon' sit on an airplane~ gon' sit on airplane~"""" Sings happily on the way to the airport with @_LanceHunter_.""",aae,False,False,True,45.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,0
132,74158862,1,it is a quote from a person discussing their own thoughts and opinions,baseline,0,"""I should have been challenged on the proposals or the claims that I was making for myself,"" she said. ""And I think that would have made a big difference as well. If I was just challenged on the things I was saying.""",white,False,False,False,45.0,man,NONE,1.0,black,3,5,5,4,4.5,conservative,1
