Unnamed: 0,offensiveYN,postId,annId,demographics,prediction,parsed_output,tweet,isAAE,vulgar,targetsBlackPeople
200,1,3412,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a personal opinion about promposals and contains colloquial language],"""These promposals make me mad even at my age because my promosal was my exboyfriend saying """"Can I wear a cane to prom"""" :face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes: Aggy ass :joy::joy::joy:""",True,True,False
204,1,4,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a neutral statement about personal taste],I do not dislike vegetables just the majority of them,False,False,False
215,1,1719,54904271,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a positive statement about the need for more white lawyers],Good to see these guys! We need more white lawyers to fight the good fight!!,True,False,True
216,1,2718,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a neutral comment about a football manager],Whole Moyes thing got blown out of proportion but tbf a wanted him to fined and sacked cos he's an awful manager,False,False,False
219,1,3415,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a casual conversation about wanting to eat donuts at 1 am],i want 2 go 2 the kitchen and snatch some donuts from d fridge but im afraid i might wake them im so gutom n its 1 am ya feel me hekkkkkk,True,True,False
223,1,132,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a neutral statement about a personal experience],"""I should have been challenged on the proposals or the claims that I was making for myself,"" she said. ""And I think that would have made a big difference as well. If I was just challenged on the things I was saying.""",False,False,False
227,1,535,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is an expression of frustration and does not contain hate speech or explicit language],Fuck! I forgot my umbrella and it's pouring outside!,False,True,False
228,1,1545,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a metaphorical expression and does not contain hate speech],If a witch doctor came and shook some magic chicken bones and poured some jenkem on them they would immediately feel better...,False,False,True
231,1,2683,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a strong expression of frustration and disappointment],"And now people are threatening the Gotham twitter, I'm done. This fandom is too goddamn disgusting.",False,False,False
233,1,2341,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a neutral comment about the price of hockey sticks],Cheaper to buy 2 hockey sticks from the US and have them shipped over than buying from @PuckStopUK or any U.K. store :pensive:#depressing,False,False,False
242,1,476,18991638,"{'race': 'black', 'political': 'neutral'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration],"fuck this, my dog is doing my nut in",True,True,False
244,1,3333,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a colloquial way to encourage shooting in basketball],Shoot like the coach gave you green light from anywhere even if yo shot look like Shaqs keep shooting away :joy::joy:,True,False,False
245,1,3037,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a complaint about a phone issue],"my phone is sooo fucked :-( the home button isn't working, neither is the lock button :)) it needs charged every 3hrs :)))",False,True,False
263,1,2327,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a neutral comment about a polygamous relationship],This woman married a man with 2 other wives and she's now jealous about the fact that he's had a baby with another wife :face_with_rolling_eyes:,False,False,False
267,1,1683,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a statement of fact and does not contain hate speech or explicit language],"Most (emphasis on the word MOST because some triggered idiot might read this and make a fuss, if so, good) black people can be very racist. The sad truth is that, racism is always going to exist.",False,False,True
268,1,1683,18991638,"{'race': 'black', 'political': 'neutral'}",0,[the sentence is not offensive][because][it is a statement of fact and does not contain hate speech or explicit language],"Most (emphasis on the word MOST because some triggered idiot might read this and make a fuss, if so, good) black people can be very racist. The sad truth is that, racism is always going to exist.",False,False,True
269,1,3356,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a sports-related conversation with a tone of excitement and frustration],No confidence!! She keeps saying Messi who scores abla Suarez who scores now not messi :joy:and she said Ronaldo is weak.haters keep watching us,True,False,False
270,1,2314,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a playful and innocuous joke],when you wanna get the loml's attention but afraid of rejection so you just throw fruit snacks at him...,False,False,False
273,1,3639,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration and admiration],Why y'all can't just give Carolina they credit :face_with_rolling_eyes: they worked for it :joy: mad asses,True,True,False
277,1,3523,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a casual conversation between friends],""":joy::joy::joy:. """"@Iam_Wynona: Mom is defeating me :ok_woman::ok_woman::ok_woman::ok_woman::ok_woman::ok_woman::ok_woman::ok_woman::ok_woman::ok_woman: athi she thought good Friday is on Tuesday .. Njani? How? Idk man!!! I'm confused""""""",True,False,False
279,1,3515,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a negative opinion about a public figure],If I wasn't a LeBron damn I'd hate him he gotta annoying tendencies,True,False,False
283,1,2668,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a casual comment about a personal experience],worst part about getting highlights is sitting under the damn heat :dizzy_face:,False,False,False
285,1,3507,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a personal expression of self-doubt],woke up this morning looked in the mirror and said damn i'm ugly,True,False,False
286,1,3367,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a lighthearted and playful comment about family dynamics],Even tho I'm the oldest we'll second oldest lol cuz auntie old af they still treat me An cater to me like the youngest lol :woman_facepalming_medium-dark_skin_tone::heart_eyes:,True,False,False
289,1,83,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a political statement that does not contain hate speech or explicit language],most communists are pretty heinous when you look at what they believe,False,False,False
299,1,367,18991638,"{'race': 'black', 'political': 'neutral'}",0,[the sentence is not offensive][because][it is a quote from a song and a discussion about it],"So Fredo Singing A Durk Song Referring The Lyrics To BBG Iraq ""He A Still Be Alive Right Now If You Niggas Ain't Gas Em Up"" Discussion - is it ok?",True,True,False
301,1,3539,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a sports-related comment with a strong opinion],"I hate the Warriors but I gotta admit, if this were the Warriors playing the Bulls they would be blowing them tf out",True,False,False
307,1,1672,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a personal story about the author's experiences with racism],"I grew up being called a disgrace by other white people, and my dad was rightfully shamed for marrying a black woman",False,False,True
310,1,2958,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a personal expression of sadness and frustration],"""""""sometimes sad music makes my sucky life a little more bearable"""" """"and then it sets in and you're life still sucks""""""",False,True,False
315,1,2398,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a call to action for retweeting a pinned tweet and does not contain any explicit language or hate speech],If you support the movement retweet my pinned tweet! #IGotABag #99JAMZ #MusicMondays #StreetsEnterprise,False,False,False
323,1,3585,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a boastful statement about the person's fashion sense and wealth],They fucked up when they gave me money to support my fashion sense. Now I'm outchea flyer than a Forbes list member with jet lag.,True,True,False
330,1,3499,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration],I'm Convinced That People Fw Me For The Hell Of It ... Bad Idea Scrap :heavy_exclamation_mark:,True,False,False
331,1,3499,18991638,"{'race': 'black', 'political': 'neutral'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration],I'm Convinced That People Fw Me For The Hell Of It ... Bad Idea Scrap :heavy_exclamation_mark:,True,False,False
341,1,3509,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a colloquial way to describe a person who is not emotionally invested in relationships],if u ever feel bad bc u broke a fuckboy's heart chill bc he ain't got a heart,True,False,False
346,1,797,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a nonsensical sentence with no clear meaning or intent to offend],ReMeMb3r!!! aS lOnG aS y0U sAY nO SwIRls iTs fIn3,True,False,False
350,1,3543,74158862,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a quote from a song and the word 'nigga' is used in a non-offensive context],"The way I grew up, real niggaz just don't move like that. If I'm coming to see you I'm just coming to see you.",True,False,False
364,1,3681,94406863,"{'race': 'black', 'political': 'neutral'}",0,[the sentence is not offensive][because][it is a subjective opinion about a celebrity and the use of the word'salty' is a colloquial expression],it always be those salty ass J.Cole fans trying to feel as if Kendrick is not the GOAT well I'm sorry that ur artist has a weak fan base.,True,True,False
366,1,3048,40401566,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a joke and does not contain hate language],Mana would legit be a retard driving an F1 car and telling the people that are made up of 3 vienna sausages.,False,True,False
403,1,1144,3088028,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a quote from a movie and the language is used in a non-offensive context],Fucking around is what these jawas do best.,False,True,False
431,1,772,3088028,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a political statement that expresses a negative opinion about a country and its immigration policies],"america is trash, too many immigrants that is why",False,False,False
463,1,1588,3088028,"{'race': 'black', 'political': 'liberal'}",0,"[the sentence is not offensive][because][it is a neutral question about the impact of the civil rights movement, but it contains a subtle implication of racism being a problem only for some people]","Side note, can anyone explain why racism is necessarily bad? Humanity has survived for a few thousand years without the civil rights movement and we've done perfectly fine. Only on the last 60 years has it been an issue for the SOME PEOPLE.",False,False,True
464,1,3963,40401566,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a personal anecdote and does not contain hate speech],"""i really hate giving advice bc mfs be like """" u act like u wasn't dumb over a nigga"""" bitch when I was 14 not 24. that's 10 yr difference""",True,True,False
482,1,3538,3088028,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a complaint about a specific type of post on social media],Hate when you go on insta news feed n see women post pics of a 3D pregnancy scan!!! The pics look scary as hell :flushed:don't post it :weary::weary::weary:,True,False,False
500,1,3009,40401566,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a strong opinion about a character in a tv show],#13ReasonsWhy bryce is a fucking asshole and represents everything that's wrong with people/the world,False,True,False
509,1,3796,40401566,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial expression used to describe a close friend],When you call your nigga on FaceTime an he don't get all excited talking bout how fine you are..try again sis he's not the one :joy:,True,True,False
522,1,2047,40401566,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a personal anecdote about a mother's advice and does not contain hate speech or explicit language],"I'm first gen Chinese American and when we were kids, my mom always told us to fight back. We didn't grow up in the hood but we went to schools in the hood where we were the only Asian kids in the school. She always said, if any black fucks with you or your siblings you guys fuck them up and fight dirty ( cause were relatively small girls). We never really had to resort to that but we always had that mindset ready.",False,True,True
536,1,264,8526465,"{'race': 'black', 'political': 'neutral'}",0,[the sentence is not offensive][because][it is an attempt to reclaim the racial slur 'n-word' and use it in a neutral context],"Stop calling it 'the n-word', it's NIGGER! Just a colour",False,True,False
552,1,2807,10638687,"{'race': 'black', 'political': 'liberal'}",0,"[the sentence is not offensive][because][it is a political statement with a strong opinion, but it does not contain hate speech or explicit language]",Trump is a syphilis brain addled idiot Jackson dueled for his wife's honor Trump has no respect for his wife or any woman but his daughter,False,False,False
553,1,2807,10166032,"{'race': 'black', 'political': 'neutral'}",0,"[the sentence is not offensive][because][it is a political statement with a strong opinion, but it does not contain hate speech or explicit language]",Trump is a syphilis brain addled idiot Jackson dueled for his wife's honor Trump has no respect for his wife or any woman but his daughter,False,False,False
555,1,459,27672101,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration],"you've got to be fucking joking, my room has let me down",False,True,False
562,1,2853,10638687,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a sports-related comment with a strong expression of disappointment],Fucking hell. Still gutted for the loss of Mané tho. Irreplaceable player. #LFC,False,True,False
569,1,2260,8526465,"{'race': 'black', 'political': 'neutral'}",0,[the sentence is not offensive][because][it is a neutral description of a situation],of him walking by late at night. You both reached the water fountain at the same time. The class difference was immediately noticeable.,False,False,False
577,1,1536,8526465,"{'race': 'black', 'political': 'neutral'}",0,[the sentence is not offensive][because][it is a neutral statement about sneakers],man these black sneaks are the worst,True,False,True
579,1,3406,10638687,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration with a family member],My mom so aggravating every time I like a car she got a funk ass attitude about it & ruin my mood but she stay getting hype bout cars,True,True,False
580,1,3406,27672101,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration with a family member],My mom so aggravating every time I like a car she got a funk ass attitude about it & ruin my mood but she stay getting hype bout cars,True,True,False
585,1,2568,10638687,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a sarcastic comment about the award shows],Maybe now because Miranda said that in her acceptance speech in front of everybody all of the award shows will get there shit together :woman_shrugging_medium_skin_tone:,False,True,False
594,1,3291,10638687,"{'race': 'black', 'political': 'liberal'}",0,"[the sentence is not offensive][because][it is a story about a man exposing his cheating girlfriend and her side dude, but it does not contain any hate speech or explicit language]","Seen a vid of a man who girl was cheating, so he decided to expose her by proposing at her job, then have her side dude walk in...",True,False,False
605,1,2982,10638687,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a complaint about a game],It took me an hour to get past a stupid fucking barrel-breaking segment at the start of the world but then beat the boss 1st try,False,True,False
636,1,3424,10638687,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a misinterpretation of a word],"""we had teens fill out surveys asking what kinds of SRC prizes they want & I got mad bc I thought one kid wrote """"ASS"""" but it was """"25$""""""",True,True,False
657,1,3422,10638687,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a personal message about health and body image],I can't wait til i get cleared that my cut is healed that way i can start working on losing this ugly ass stomach Javien gave me :weary:,True,True,False
659,1,1789,10166032,"{'race': 'black', 'political': 'neutral'}",0,[the sentence is not offensive][because][it is a common idiomatic expression],this nigga's face is looking like melting,True,True,True
672,1,24,27672101,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a factual account of a situation],"Reminds me about a guy on 4chan who genuinely made money from saying that he was a black woman on twitter. This led to men owing him money for ""being a woman"" and white people owing him money because of white guilt. He managed to make over 1k from what I remember. Crazy!",False,False,False
673,1,525,27672101,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration],"fuck this, my chair is doing my nut in",True,True,False
687,1,189,8526465,"{'race': 'black', 'political': 'neutral'}",0,[the sentence is not offensive][because][it is a metaphorical expression],"Imagine someone telling you that you're banned from life. Well, no need because I'm telling you.",False,False,False
722,1,3402,42267923,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration about noise],Yo these 2 grown ass adults is sitting in the fucking living room makin hella noise to fucking WWE wrestlemania like ion have school in am,True,True,False
723,1,3633,42267923,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration with someone's behavior],"""i can't stand these """"grown"""" ass females :woman_facepalming_medium_skin_tone::woman_facepalming_medium_skin_tone: how you """" grown """" but childish as hell ?! :weary::joy::woman_facepalming_medium_skin_tone::woman_facepalming_medium_skin_tone:""",True,True,False
742,1,631,42267923,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a colloquial expression of concern for a friend],my nigga should care bout losing me period. All the nonchalant shit is corny fr. stop.,True,True,False
745,1,325,67558416,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial expression and does not contain any hate speech],Bruh y'all some broke niggas tryanna sell it for bare notes don't worry about me I got u free my brothas,True,True,False
758,1,3167,67558416,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a metaphorical expression of anger and frustration],I will become a cold ass bitch because of my treatment,False,True,False
775,1,310,42267923,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a common idiomatic expression],This camera is a bitch,True,True,False
776,1,1125,92024956,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a play on words and does not contain hate speech],"not all women are bitches, but all bitches are women",True,True,False
777,1,1125,42267923,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a play on words and does not contain hate speech],"not all women are bitches, but all bitches are women",True,True,False
790,1,3476,42267923,"{'race': 'black', 'political': 'conservative'}",0,"[the sentence is not offensive][because][it is a colloquial way to address a group of people, although it may be perceived as informal or unprofessional]",Y'all niggas annoying I'm bout to start calling y'all sis :woman_facepalming_medium_skin_tone:,True,True,False
794,1,3443,42267923,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a comment about a song and a country's performance in a competition],pls dont let poland qualify with a boring ass ballad like they did in 2015,True,True,False
816,1,239,42267923,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a colloquial way to express solidarity with women],There should be such thing as a bitch resistance for us women,False,True,False
821,1,4145,67558416,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial expression of frustration and anger],nigga I wish the fuck you would hit me so I could sue ya ugly ass :middle_finger_medium-light_skin_tone:,True,True,False
822,1,4145,42267923,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a colloquial expression and the use of the racial slur 'nigga' is not derogatory in this context],nigga I wish the fuck you would hit me so I could sue ya ugly ass :middle_finger_medium-light_skin_tone:,True,True,False
843,1,3442,42267923,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a joke about the appearance of a deceased celebrity],"""pac probably lookin down at us from heaven, watchin the all eyez on me trailer thinkin """"lmao that man got a big ass head what is u doin""""""",True,True,False
846,1,313,92024956,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a question about a sensitive topic and the person is trying to address a problem],How do I convince my parents that it's not ok to say nigger and they need to stop saying nigger?,False,True,False
860,1,3437,42267923,"{'race': 'black', 'political': 'conservative'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration about a particular practice],Can y'all stop putn lil 3-4 months old babies in them lil dumb ass umbrella strollers :face_with_rolling_eyes::face_with_rolling_eyes: yall erks me :unamused:,True,True,False
862,1,3062,67558416,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a quote from a song and the use of the racial slur 'nigga' is part of the lyrics],When I'm doing good niggas wanna hate. That's why I only got myself. The rest don't give a f:moneybag:ck I grind for better not for the same result:100:,False,True,False
868,1,415,92024956,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a personal account of a situation and does not contain hate speech or explicit language],"I live in a pretty slummy area of Winnipeg, Manitoba, and it's disgusting here how prejudicious and racist people are. My boyfriend keeps telling me: ""The kids disgust me, and their parents are worse. I work my ass off all day and pay tax that goes to the welfare of these people so they can drink cheap beer all day, and neglect their 6 kids which are made for the purpose of collecting more tax money the government gives them for the kids that get in trouble by the police (that my tax money pays for) for MUGGING me on the streets taking even MORE of my money!"" He can be such a dick",False,True,False
886,1,3505,43606178,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a casual conversation between friends],I'm about to turn my read receipts back on. Mfs keep hollin I know you got my text. Yep & I'm going to let you know I did :relaxed:,True,False,False
889,1,3396,43606178,"{'race': 'black', 'political': 'liberal'}",0,"[the sentence is not offensive][because][it is a personal attack on a person, but it does not contain hate speech or explicit language]",I cant stand that Jamie all through this not 1 person has mentioned the bird hes with get ova it leave @dan_edgar1 alone. Ur ex bird cheated,True,False,False
903,1,3430,43606178,"{'race': 'black', 'political': 'liberal'}",0,"[the sentence is not offensive][because][it is a hypothetical scenario about a personal boundary and a threat of physical violence, but the context is not aggressive or discriminatory]",Stg if any of my friends said some hurtful shit to me about my personal life 1) we not friends anymore & 2) you getting smacked,True,True,False
908,1,3359,43606178,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a statement about a hypothetical situation and does not contain any hate speech or explicit language],boy i've never been in a fight before but i fr just wanted to start one w some hartshorne kids at subway,True,False,False
937,1,3562,43606178,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial way to express frustration with someone's behavior],Sometimes I'll cut a jawn off just for being so damn stupid,True,False,False
943,1,3550,43606178,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a metaphorical expression of not wanting to engage in a conflict],No clout. I WONT GIVE A RAT NO FAME I WON'T GIVE A RAT NO CLOUT. Why you throwing stones at houses? Have u got a bullet proof house? Nah,True,False,False
944,1,3550,24252197,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a metaphorical expression of not wanting to engage in a conflict],No clout. I WONT GIVE A RAT NO FAME I WON'T GIVE A RAT NO CLOUT. Why you throwing stones at houses? Have u got a bullet proof house? Nah,True,False,False
969,1,4066,24252197,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial way to express excitement about a trip],BITCH I MIGHT BE GOING TO ARIZONA IM FUCKING L I V I N G,True,True,False
971,1,3625,43606178,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial way to express a personal sentiment],"And anybody that know me personally know i actually be tryna make this shit work with her,but shit just sad.",True,True,False
992,1,3567,43606178,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial expression used in a playful context],"MJ: B*tch, better have my money. James: Wait, what??? Not Nadine, @mjfelipe :victory_hand_light_skin_tone::victory_hand_light_skin_tone::joy::joy::joy: #JaDineFearlessNotCareless",True,False,False
998,1,3492,43606178,"{'race': 'black', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a colloquial way to express shock and disappointment],"Wasniak was doing Donnie, his wife, and Julia I mean damn. He was just crying over his wife leaving wtf",True,False,False
1031,1,1555,34083197,"{'race': 'white', 'political': 'liberal'}",0,[the sentence is not offensive][because][it is a neutral statement about a person's heritage and does not contain any derogatory language],"unlike me, my neighbour is dual heritage so we have nothing in common",False,False,True
