offensiveYN,postId,annId,demographics_x,prediction,parsed_output,tweet,isAAE,vulgar,targetsBlackPeople,prediction_ministral_intersection,demographics_y
1,3463,27672101,,0,"the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth, without targeting any specific individual or group",Be Walking Around Hea Wit Chlamydia Nshit But Worried About What Somebody Else Got Going BYE HOE :victory_hand_medium-light_skin_tone::sneezing_face:,True,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1972,10638687,,0,the sentence is not offensive because it expresses a general frustration with people who have a superiority complex the sentence is not offensive because,fuck black culture and its shitty ass values,True,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1972,8526465,,0,the sentence is not offensive because it expresses a general frustration with people who have a superiority complex the sentence is not offensive because,fuck black culture and its shitty ass values,True,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,2143,10638687,,0,the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth,"You a street nigga so its fuck the law, if you're broke nigga don't go breakin against the law",True,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,4043,10638687,,0,the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth,Oh you must be MAD that your nigga got caught sucking dick for money lmfaooo and you still fw him,True,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,4043,27672101,,0,the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth,Oh you must be MAD that your nigga got caught sucking dick for money lmfaooo and you still fw him,True,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,978,8526465,,0,"the sentence is not offensive because it expresses frustration with a general behavior, not targeting any specific group or individual",Cairo Coons are friendly? Surely not!,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'neutral'}"
1,978,10166032,,0,"the sentence is not offensive because it expresses frustration with a general behavior, not targeting any specific group or individual",Cairo Coons are friendly? Surely not!,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'neutral'}"
1,1899,92024956,,0,the sentence is not offensive because it is a general observation about a common phenomenon and does not contain any offensive language,"Exactly. Calls for diversity are always focussed on niggers, not even mixed, always specifically niggers. Niggers are 3% of the population in england.",False,True,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,1849,92024956,,0,the sentence is not offensive because it expresses a general frustration with people who complain the sentence is not offensive because it expresses a general frustration with people who complain,niggas love to commit crime,True,True,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,1849,42267923,,0,the sentence is not offensive because it expresses a general frustration with people who complain the sentence is not offensive because it expresses a general frustration with people who complain,niggas love to commit crime,True,True,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,631,42267923,,0,"the sentence is not offensive because it expresses frustration with a lack of understanding about recycling, but does not contain any offensive language or stereotypes",my nigga should care bout losing me period. All the nonchalant shit is corny fr. stop.,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,1890,42267923,,0,the sentence is not offensive because it expresses a general frustration with people who complain the sentence is not offensive because it expresses a general frustration with people who complain,"if I see any nigger, I will pull the trigger",False,True,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3051,67558416,,0,"the sentence is not offensive because it expresses frustration with people who are arrogant, but does not use derogatory language or make any offensive generalizations",It's usually the people who've never had to lift a finger that complain the most. Entitled little bitches.,False,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,348,67558416,,0,the sentence is not offensive because it expresses a general frustration with people who complain the sentence is not offensive because it expresses a general frustration with people who complain,whats up my niggas,True,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,3476,42267923,,0,the sentence is not offensive because it expresses frustration with a general group of people without using offensive language,Y'all niggas annoying I'm bout to start calling y'all sis :woman_facepalming_medium_skin_tone:,True,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'conservative'}"
1,2187,42267923,,0,the sentence is not offensive because it expresses a general frustration with people who complain the sentence is not offensive because it expresses a general frustration with people who complain,A nigga was killed and zero fucking flying fucks were given by anyone,False,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'conservative'}"
1,1884,68595278,,0,the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth,When I get my hair twisted and my energy seriously goes from white trash to nigga lol,True,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1927,92024956,,0,"the sentence is not offensive because it expresses frustration with people who have a degree and think they are superior, but does not use any derogatory language or promote harmful ideas","Can we just ship all these niggas back to Africa, and call it lovely?",True,True,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,1927,42267923,,0,"the sentence is not offensive because it expresses frustration with people who have a degree and think they are superior, but does not use any derogatory language or promote harmful ideas","Can we just ship all these niggas back to Africa, and call it lovely?",True,True,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,630,92024956,,0,the sentence is not offensive because it expresses frustration with a general group of people without using offensive language,Shoot yourself in the head you hypersensitive fuckin bitch.,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,630,42267923,,0,the sentence is not offensive because it expresses frustration with a general group of people without using offensive language,Shoot yourself in the head you hypersensitive fuckin bitch.,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,1886,92024956,,0,the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth,someone plz get this nigger some help. He's playing up like mad,False,True,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,1886,67558416,,0,the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth,someone plz get this nigger some help. He's playing up like mad,False,True,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3062,67558416,,0,"the sentence is not offensive because it expresses frustration with a certain type of behavior, but does not contain any derogatory language or hate speech",When I'm doing good niggas wanna hate. That's why I only got myself. The rest don't give a f:moneybag:ck I grind for better not for the same result:100:,False,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,2213,92024956,,0,the sentence is not offensive because it expresses a general frustration with people who complain the sentence is not offensive because it expresses a general frustration with people who complain,FUCKING NIGGERS!,False,True,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,2213,35379134,,0,the sentence is not offensive because it expresses a general frustration with people who complain the sentence is not offensive because it expresses a general frustration with people who complain,FUCKING NIGGERS!,False,True,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3430,43606178,,0,"the sentence is not offensive because it expresses frustration with a general group of people, but does not contain any derogatory language or threats",Stg if any of my friends said some hurtful shit to me about my personal life 1) we not friends anymore & 2) you getting smacked,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3693,34083197,,0,the sentence is not offensive because it expresses frustration about a lack of understanding of an environmental issue the sentence is not offensive because,This uniform can come off and y'all can get fucked up.,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3521,43606178,,0,"the sentence is not offensive because it expresses frustration with a group of people who are perceived as negative, but does not contain any derogatory language or explicit content","F*ck off Arsene, get out and @Arsenal @PUMA@GatoradeUK @CitroenUK @CooperTire @Europcar @IndesitUK@Vitality_UK #NoNewContract #WengerOut",True,False,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3481,43606178,,0,"the sentence is not offensive because it expresses frustration with a general issue, not targeting any specific group the sentence is not offensive because",Y THESE BITCHES ACTIN LIKE I AINT NEVA BREEZE PAST EM!!!!,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3562,43606178,,0,the sentence is not offensive because it does not contain any derogatory language or slurs the sentence is not offensive because,Sometimes I'll cut a jawn off just for being so damn stupid,True,False,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3567,43606178,,0,"the sentence is not offensive because it expresses frustration with a certain type of behavior, but does not contain any derogatory language or threats","MJ: B*tch, better have my money. James: Wait, what??? Not Nadine, @mjfelipe :victory_hand_light_skin_tone::victory_hand_light_skin_tone::joy::joy::joy: #JaDineFearlessNotCareless",True,False,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,4005,43606178,,0,"the sentence is not offensive because it expresses frustration with a general group of people, but does not contain any derogatory language or threats","YOU LIL STUPID ASS BITCH, I AIN'T FUCKIN WIT YOU! Sorry y'all. I needed that.",True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,4005,24252197,,0,"the sentence is not offensive because it expresses frustration with a general group of people, but does not contain any derogatory language or threats","YOU LIL STUPID ASS BITCH, I AIN'T FUCKIN WIT YOU! Sorry y'all. I needed that.",True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,2162,40321857,,0,the sentence is not offensive because it expresses a general frustration with people who have a superiority complex the sentence is not offensive because,stop talking you fucking nigger !,False,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,2162,44250250,,0,the sentence is not offensive because it expresses a general frustration with people who have a superiority complex the sentence is not offensive because,stop talking you fucking nigger !,False,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,3455,98987708,,0,the sentence is not offensive because it expresses a general frustration with a certain type of behavior,How you get mad at me cause I'm wit somebody else ain't nobody tell you to go be a hoe wen I was wit you,True,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1381,61283819,,0,the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their education or job status,all cats do is shit and lick their balls. Just like some niggers I know.,False,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1381,94108971,,0,the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their education or job status,all cats do is shit and lick their balls. Just like some niggers I know.,False,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1574,94108971,,0,"the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth, without targeting any specific group","Unfortunately, Black people's behavior demonstrates they are disproportionately corrupt.",False,False,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'neutral'}"
1,67,44250250,,0,the sentence is not offensive because,"the fact is that I love winding them up, they are so easy to triggerv",False,False,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1719,86257299,,0,"the sentence is not offensive because it expresses frustration with a group of people, but does not contain any derogatory language or stereotypes",Good to see these guys! We need more white lawyers to fight the good fight!!,True,False,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,618,69198055,,0,the sentence is not offensive because it expresses a personal opinion about gun control and does not contain any offensive language or hate speech,This is a big fuck you to the community of people who use the word 'tranny' and all its enablers,False,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,618,58008422,,0,the sentence is not offensive because it expresses a personal opinion about gun control and does not contain any offensive language or hate speech,This is a big fuck you to the community of people who use the word 'tranny' and all its enablers,False,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,711,5428237,,0,the sentence is not offensive because it expresses a general frustration with a certain type of behavior the sentence is not offensive because,hey Shut the fuck up you bitch ass git,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'conservative'}"
1,711,86257299,,0,the sentence is not offensive because it expresses a general frustration with a certain type of behavior the sentence is not offensive because,hey Shut the fuck up you bitch ass git,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'conservative'}"
1,1144,14105244,,0,"the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their education, without targeting any specific group or using offensive language",Fucking around is what these jawas do best.,False,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1144,42458224,,0,"the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their education, without targeting any specific group or using offensive language",Fucking around is what these jawas do best.,False,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1809,35508468,,0,the sentence is not offensive because it expresses a personal frustration about a hypothetical situation,"oh wow, fat black bitch short of breath raging about her special rights to spray her monkey looking graffiti",False,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1809,14105244,,0,the sentence is not offensive because it expresses a personal frustration about a hypothetical situation,"oh wow, fat black bitch short of breath raging about her special rights to spray her monkey looking graffiti",False,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1717,15918959,,0,"the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth, without targeting any specific group",Don't you adore it when blacks get ideas above their station? Helpless morons! but we showed them,False,False,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,1717,35508468,,0,"the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth, without targeting any specific group",Don't you adore it when blacks get ideas above their station? Helpless morons! but we showed them,False,False,True,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3796,45678981,,0,the sentence is not offensive because,When you call your nigga on FaceTime an he don't get all excited talking bout how fine you are..try again sis he's not the one :joy:,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,1790,45870433,,0,"the sentence is not offensive because it expresses frustration with a general behavior, not targeting any specific group or individual","new slogan: Know niggers, no peace. No niggers, know peace",False,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1874,40321857,,0,the sentence is not offensive because it criticizes a common phrase used to justify racist behavior,Whether or not it's ok to say Nigger depends on your skin color. I'm white so its fine to call them that,False,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1874,45870433,,0,the sentence is not offensive because it criticizes a common phrase used to justify racist behavior,Whether or not it's ok to say Nigger depends on your skin color. I'm white so its fine to call them that,False,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,3900,17414298,,0,"the sentence is not offensive because it expresses frustration with a lack of understanding about recycling, but does not contain any offensive language or hate speech",This nigga wanna shoot rocket launchers on Thursday nights I hate niggas.,True,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1370,45870433,,0,the sentence is not offensive because it expresses a general frustration with people who complain the sentence is not offensive because,I feel autistic so *utmost also fuck you and that ginger fag from minnesota,False,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,1972,40321857,,0,the sentence is not offensive because it expresses a general frustration with people who have a superiority complex the sentence is not offensive because,fuck black culture and its shitty ass values,True,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,2143,40321857,,0,the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth,"You a street nigga so its fuck the law, if you're broke nigga don't go breakin against the law",True,True,True,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,4043,45870433,,0,the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth,Oh you must be MAD that your nigga got caught sucking dick for money lmfaooo and you still fw him,True,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,978,40321857,,0,"the sentence is not offensive because it expresses frustration with a general behavior, not targeting any specific group or individual",Cairo Coons are friendly? Surely not!,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'neutral'}"
1,4069,45678981,,0,the sentence is not offensive because it expresses frustration with a common phrase and does not contain any offensive language,"All my niggas wear crowns, all my niggas bossed up, all my niggas got bad bitches don't none of us give a fuck.",True,True,False,1,"{'gender': 'woman', 'race': 'black', 'political leaning': 'liberal'}"
1,78,36344670,,0,the sentence is not offensive because it expresses a general frustration with people who have a superiority complex,immorality is a concept with which lesbos cannot be associated,False,False,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3457,36400600,,0,"the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth, without targeting any specific group",Niggas rather be known and broke instead of low-key and getting chicken,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3457,36344670,,0,"the sentence is not offensive because it expresses a general frustration with people who are arrogant due to their wealth, without targeting any specific group",Niggas rather be known and broke instead of low-key and getting chicken,True,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
1,3062,9175691,,0,"the sentence is not offensive because it expresses frustration with a certain type of behavior, but does not contain any derogatory language or hate speech",When I'm doing good niggas wanna hate. That's why I only got myself. The rest don't give a f:moneybag:ck I grind for better not for the same result:100:,False,True,False,1,"{'gender': 'man', 'race': 'black', 'political leaning': 'liberal'}"
