Unnamed: 0,offensiveYN,postId,annId,demographics,prediction,parsed_output,tweet,isAAE,vulgar,targetsBlackPeople
251,0,3513,54904271,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a person with a mental health condition],"Briana know she wrong!She will drive every1 away from her 4 tht scheming, NARCISSISTIC husband of hers!@LFM_BrianaRenee @LittleWomenTV",True,False,False
264,0,1345,54904271,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains vulgar language and derogatory term],this bitch is so shit.,True,True,False
287,0,618,40401566,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains hate language and targets a specific group of people],This is a big fuck you to the community of people who use the word 'tranny' and all its enablers,False,True,False
297,0,3220,54904271,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that men are not capable of cutting their own chicken and contains a subtle implication of sexism],Totally different if I was prepping a meal for him. But y'all on something else if imma reach across he table to cut his chicken...,True,False,False
304,0,1760,54904271,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial slur and a stereotypical message],"""Shieeet mah nigga, free chikinz!"" Dey all luv da fried chikinz!",True,True,True
316,0,2206,74158862,"{'race': 'black', 'political': 'conservative'}",1,[the sentence is offensive][because][it contains a racial slur and explicit language],"This nigga is fuckin' dying,  its not worth calling 999",True,True,True
318,0,3527,54904271,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains hate language and derogatory terms],"""""""This Jestxh idiot keeps riding me in dms, the kids a freak"""" -Scruffyy""",True,False,False
319,0,3527,74158862,"{'race': 'black', 'political': 'conservative'}",1,[the sentence is offensive][because][it contains hate language and derogatory terms],"""""""This Jestxh idiot keeps riding me in dms, the kids a freak"""" -Scruffyy""",True,False,False
333,0,171,54904271,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains explicit language and a stereotype about jewish people],Well I do it because I like thinking up cool-sounding and funny names because creating clever things things is the sort of thing that happens when you've got a BIG OL' MOTHERFUCKING JEW BRAIN like me !,False,False,False
335,0,1690,74158862,"{'race': 'black', 'political': 'conservative'}",1,[the sentence is offensive][because][it contains a racial slur and promotes racial intolerance],in this park we do not tolerate blacks,True,False,True
349,0,3204,54904271,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are possessions of men and contains colloquial language],And said who y'all girlfriends because it ain't us we Joshua girlfriends Everybody in the local&state said you our new girls @CrossXTheLine,True,False,False
376,0,3469,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message about women and contains vulgar language],Hoes be like .... Get caught up and then wanna be mad :person_tipping_hand_medium_skin_tone:,True,True,False
379,0,196,40401566,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains anti-semitic language and stereotypes],Women's suffrage was started by jews. As is every social justice and civil rights platform.,False,False,False
384,0,670,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains hate language and a derogatory term for a woman],she has text Rob and said she's not coming into the shop because she's too tired. Too tired from doing what???!!! Nothing!!! What a fucking bitch! Feel sorry for whoever has to work for her!!! Xx,False,True,False
387,0,1599,40401566,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it perpetuates a negative stereotype about black people],What you see here is really a classic story of Black people killing each other with drugs & guns!,False,False,True
389,0,3462,40401566,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains derogatory language towards women],"We gone talk about this, I got time today, y'all hoes just going to have to be mad this morning",True,True,False
390,0,3462,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains derogatory language towards women],"We gone talk about this, I got time today, y'all hoes just going to have to be mad this morning",True,True,False
411,0,1531,40401566,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that black people are inherently inferior and less intelligent],"There was also the popular theory that suggests Black people were inherently inferior primarily because they saw Africa as ""primitive"" which i somewhat agree with. They insisted that Blacks were inherently less intelligent.I guess one could then make the argument that perhaps China was ""medival"" as well and they seemed to ignore that Africa had many nomads and that several large portions of the land was difficult to build a decent and stable community but still",False,False,True
412,0,1531,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that black people are inherently inferior and less intelligent],"There was also the popular theory that suggests Black people were inherently inferior primarily because they saw Africa as ""primitive"" which i somewhat agree with. They insisted that Blacks were inherently less intelligent.I guess one could then make the argument that perhaps China was ""medival"" as well and they seemed to ignore that Africa had many nomads and that several large portions of the land was difficult to build a decent and stable community but still",False,False,True
421,0,1832,40401566,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial stereotype and a derogatory depiction of a black person],"Ah, I remember it now! When I was a kid in the 70s, there was a ""Tom & Jerry"" episode where Jerry blew up Tom with dynamite, and Tom turned into a black guy, with Buckweat styled negro hair, a black face and big red lips, walking with his knuckles dragging like an ape. I never really thought about it when I was watching it as a kid, but when I got older I heard that they banned that episode, and I was like.....""Yeah, that was pretty damn funny"". As kids, we're innocent and don't see the real humor in something like that.",False,True,True
422,0,1832,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial stereotype and a derogatory depiction of a black person],"Ah, I remember it now! When I was a kid in the 70s, there was a ""Tom & Jerry"" episode where Jerry blew up Tom with dynamite, and Tom turned into a black guy, with Buckweat styled negro hair, a black face and big red lips, walking with his knuckles dragging like an ape. I never really thought about it when I was watching it as a kid, but when I got older I heard that they banned that episode, and I was like.....""Yeah, that was pretty damn funny"". As kids, we're innocent and don't see the real humor in something like that.",False,True,True
440,0,3914,40401566,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a derogatory term for women],"ukwon: [singing, but the camera isnt centred on him] me: WHERE HE AT BITCH",True,True,False
441,0,3914,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a derogatory term for women],"ukwon: [singing, but the camera isnt centred on him] me: WHERE HE AT BITCH",True,True,False
443,0,3677,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains hate speech and uses derogatory language],I hate a person that assumes shyt like come fucking ask me to clarify I ain't gone lie to you dumbass :middle_finger_medium-dark_skin_tone:,True,True,False
444,0,1687,40401566,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial slur and promotes racial stereotypes and discrimination],"Pay attention folks. I met an older White Puerto Rican man. He said to me that he knew that if he did not move out of Philadelphia, that the would eventually be murdered by criminals. He also said that he did not want to continue to pay taxes. That is spot on. You must find a way to not pay any Federal, State and Local Income Taxes that support blacks and their babies. Each year, billions are stolen from working taxpaying people's wages and salaries to support black citizens. You must find an underground economy to participate in.",False,False,True
454,0,1098,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains derogatory language and a threat],"I am a transsexual. I am also transgender person. And a trans person too! But don't you dare to call me a tranny, cause you'll be in trouble. Especially if you're a bitchy b3nder",False,True,False
458,0,3535,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains derogatory language towards the lgbtq+ community and uses a derogatory term for a gay man],You & yo baby momma separate & you take everything out the house including everything in the child's room? You a fagget fr :100:,True,False,False
486,0,3751,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it trivializes rape and contains a question that implies the victim is responsible for their own sexual pleasure],Serious question tho.... How do you climax if you're getting raped??? I can barely cum off of sex I want. No jokes intended but how???,True,True,False
489,0,690,3088028,"{'race': 'black', 'political': 'liberal'}",1,"[the sentence is offensive][because][it contains hate speech and derogatory language towards two groups of people, and also includes personal insults]","Fuck anyone who says 'niggers' or 'trannies' You will never be a person to me. Why don't you go ahead and report me, you little  cry baby. I'll just change my IP address, lmao",False,True,False
490,0,924,40401566,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women use their bodies to trap men into having babies],Women trap men into having babies,True,False,False
518,0,804,40401566,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a derogatory term and promotes a discriminatory idea],The mentally handicapped should be locked away for their own good,False,False,False
525,0,365,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains hate speech and derogatory language towards a person and their pets],Mop your floors you dirty bitch. Also it's going to be well minging with those dogs,False,True,False
529,0,2147,3088028,"{'race': 'black', 'political': 'liberal'}",1,"[the sentence is offensive][because][it contains multiple instances of hate speech, including a racial slur and derogatory language towards a religion]",let me tell you hey fuck you who ever made this fucking video atleast she is reading the quran ur making fun of her you satan go to fucking hell nigga your a terrorist,False,True,True
532,0,1685,40401566,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial slur and derogatory language],He's just a stupid jungl3 bunny,False,False,True
534,0,2454,10638687,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains explicit language],"""I actually had a dream about the new MST3K coming out soon. If this dream is correct, there's gonna be a new robot on the show named """"Pussy""""""",False,True,False
535,0,2454,8526465,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it contains explicit language],"""I actually had a dream about the new MST3K coming out soon. If this dream is correct, there's gonna be a new robot on the show named """"Pussy""""""",False,True,False
539,0,3286,3088028,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a derogatory term for an older woman],*dress shopping w/ eva* me: I would look like a whole snack mawmaw mawmaw: yeah you would look like an old sack,True,False,False
541,0,3157,8526465,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it contains derogatory language towards people with disabilities and explicit language],I came home today to find my retarded son trying to put socks on his cock. That cat's going to be fucking traumatized now.,False,True,False
549,0,3556,8526465,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it contains a derogatory term for sex workers and a misogynistic tone],"I'm only knocking certified hookers now, last virgin I was with took everything I taught her to her new man lmao time 4 me 2 learn som",True,False,False
559,0,3552,8526465,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it contains explicit language and hate speech],Mothafuckas is out here sick as fuuuuuccccckkkkkkkkkkkk in the head lmmfaooooo,True,False,False
565,0,853,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it implies that a child's gender identity is not to be respected and contains a threat],If my son told me he wanted to wear girl's clothes he'd be in big trouble,True,False,False
602,0,311,8526465,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it promotes the use of a racial slur and implies that only black people should use it],'niggas' should be used by Blacks only,True,True,False
609,0,3215,27672101,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that people are materialistic and obsessed with brand names],If u grown & still get thirsty for Jordans knowin erbody else gon havem & u still feel like u accomplished something that say alot about u,True,False,False
610,0,3215,8526465,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that people are materialistic and value material possessions over personal growth],If u grown & still get thirsty for Jordans knowin erbody else gon havem & u still feel like u accomplished something that say alot about u,True,False,False
619,0,700,10166032,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it contains a racial slur and conveys a negative sentiment towards a particular group of people],"There are so many fucking racists these days, i literally hear people say nigger so often",False,True,False
627,0,1817,8526465,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it contains a racial slur and promotes a stereotype about black people],"They say that they ""ride for my motherfuckin' niggas"". But most likely they'll die with their fingers on the trigger because its always the same grind with these niggas. And they don't go in unless they with my niggas",True,True,True
633,0,3501,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a threat and a derogatory term],Idiot want it imma get it...Girl what's yo budget?,True,False,False
668,0,3526,8526465,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],"Hate when somebody act fake drunk then want you too babysit them , hell naw cya",True,False,False
679,0,3799,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains vulgar language and a derogatory term for women],I really hate it wen people trying to get on my nerves like wtf bitch are you looking for,True,True,False
684,0,296,8526465,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it contains derogatory language towards the lgbtq+ community],I hate being called a fag,False,True,False
698,0,2143,8526465,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it promotes the use of a racial slur and encourages lawlessness],"You a street nigga so its fuck the law, if you're broke nigga don't go breakin against the law",True,True,True
710,0,398,8526465,"{'race': 'black', 'political': 'neutral'}",1,[the sentence is offensive][because][it uses a racial slur and conveys a message of entitlement and objectification],We horny niggas matter too!!,True,True,False
717,0,3843,35379134,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a derogatory term for a woman and a colloquialism that may be perceived as dismissive or disrespectful],Bad part about taking trips with ya homie is all he gotta say is lets slide out ya jump but ya bitch been waiting on a vacay about a year na,True,True,False
718,0,3843,32992109,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a derogatory term for a woman and a colloquialism that may be perceived as dismissive or disrespectful],Bad part about taking trips with ya homie is all he gotta say is lets slide out ya jump but ya bitch been waiting on a vacay about a year na,True,True,False
724,0,2221,92024956,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains explicit language and a racial slur],Fuck it y'all do what y'all want but once this sub go down ik me and that niggas got her shit and we got her private messages that nobody else got,True,True,True
726,0,381,42267923,"{'race': 'black', 'political': 'conservative'}",1,[the sentence is offensive][because][it promotes violence against women],we should kill the word bitch,True,True,False
728,0,3747,92024956,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains derogatory language and a racial slur],I b dtfl @ how yall jazz yall ugly ass friends :sob::sob::sob:,True,True,False
729,0,4013,92024956,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains explicit language and a threat],"So Tom called me ugly I said bitch where, he said under all that communism I said bitch I wilL FUCK YOU UP",True,True,False
731,0,3119,92024956,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are objects of sexual desire and contains colloquial language that may be perceived as derogatory],This girl was like I ain't know you was into bitches like that and I chuckled. And said if only you knew the half of it :sob:,False,True,False
732,0,3119,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are objects of sexual desire and contains colloquial language that may be perceived as derogatory],This girl was like I ain't know you was into bitches like that and I chuckled. And said if only you knew the half of it :sob:,False,True,False
733,0,4082,92024956,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it uses a racial slur and promotes hate speech],Can't fuck with these niggas they too fake all they do is hate,True,True,False
739,0,1821,92024956,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it uses a racial slur],I would happily lay out a nigga,True,True,True
755,0,3859,92024956,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial slur and a derogatory message],"Like niggas always lying thinking I'm stupid , like you don't have to lie to me baby you ain't my nigga",True,True,False
760,0,348,35379134,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it uses a racial slur],whats up my niggas,True,True,False
766,0,366,32992109,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a negative emotion towards a gendered slur],I hate being called a bitch,False,True,False
769,0,393,92024956,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are dumb and uses derogatory language],women are not dumb bitches,True,True,False
791,0,4018,35379134,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for women],Niggas keep talking about women wearing weave but be sick when a bitch up a fro on they ass. :sob:,True,True,False
796,0,717,32992109,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it perpetuates a stereotype that black people are overrepresented in porn and uses a racial slur],Shoutout to my niggas who feel even more like failures bc of the way we're always getting stereotyped in porn,False,True,False
805,0,3973,49021087,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial slur and a threat],"When you fucking on that nigga, hope you thinking about me...",True,True,False
810,0,4069,67558416,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial slur and promotes a misogynistic attitude],"All my niggas wear crowns, all my niggas bossed up, all my niggas got bad bitches don't none of us give a fuck.",True,True,False
826,0,344,49021087,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains hate speech and derogatory language],""" you ugly bitch!!!""- that seems to be my real name these days",True,True,False
827,0,344,92024956,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains hate speech and derogatory language],""" you ugly bitch!!!""- that seems to be my real name these days",True,True,False
832,0,218,42267923,"{'race': 'black', 'political': 'conservative'}",1,[the sentence is offensive][because][it uses a derogatory term to address women],to all my beautiful bitches: i love you all,False,True,False
838,0,3831,67558416,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a derogatory term for women and promotes objectification],"Stop, drop, and roll it I like bad bitches in the club that control it",True,True,False
850,0,1763,92024956,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it uses a racial slur and implies that black people are less civilized than others],If a nigga is entertaining you well he aint mine SIMPLE. He belongs to the streets.. or zoo,True,True,True
859,0,3437,35379134,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a derogatory term and a stereotype about parents with young children],Can y'all stop putn lil 3-4 months old babies in them lil dumb ass umbrella strollers :face_with_rolling_eyes::face_with_rolling_eyes: yall erks me :unamused:,True,True,False
873,0,3893,35379134,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it uses a racial slur and implies that people who are different will be hated],know them niggas lookin so you know they gon hate :smiling_imp:,True,True,False
881,0,324,92024956,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial slur and a stereotypical message],"Hey Bad Boy come ride with me my nigga, car super clean, one two or three screens, watch a nigga be, to the left I lean",False,True,False
905,0,3534,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message that black communities are not benefiting from the ben & jerry money and contains a racial slur],"That Ben & Jerry money ain't going to black communities, black schools, black centers, black churches, black Nonprofits lol",True,False,False
911,0,3693,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains explicit language and a threat],This uniform can come off and y'all can get fucked up.,True,True,False
920,0,3521,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains explicit language and is directed at a public figure],"F*ck off Arsene, get out and @Arsenal @PUMA@GatoradeUK @CitroenUK @CooperTire @Europcar @IndesitUK@Vitality_UK #NoNewContract #WengerOut",True,False,False
924,0,3481,34083197,"{'race': 'white', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains hate language and a derogatory term for women],Y THESE BITCHES ACTIN LIKE I AINT NEVA BREEZE PAST EM!!!!,True,True,False
927,0,3665,43606178,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are overly emotional and contains vulgar language],when people discuss death note with me they try to discuss how much they love L and I'm like oh gosh no im fucking with Light hunni,True,True,False
928,0,3665,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are overly emotional and contains vulgar language],when people discuss death note with me they try to discuss how much they love L and I'm like oh gosh no im fucking with Light hunni,True,True,False
933,0,3765,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are only interested in men who can provide financial support and sex],"All I look for in a man is to make me laugh, b loyal, get that $, smoke with me and make me cum. It's so simple.",True,True,False
934,0,3765,34083197,"{'race': 'white', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are primarily interested in sex and contains explicit language],"All I look for in a man is to make me laugh, b loyal, get that $, smoke with me and make me cum. It's so simple.",True,True,False
942,0,3570,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a message that it is wrong to share intimate images without consent and contains explicit language],if someone trust you and send you nudes.. why expose them like that just because y'all fall out. that's FUCKED up!:100::middle_finger_medium-dark_skin_tone:,True,True,False
960,0,3468,34083197,"{'race': 'white', 'political': 'liberal'}",1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are jealous and contain derogatory language],Bitches get mad when you get the attention they want,True,True,False
963,0,3502,43606178,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a sexual innuendo and a colloquialism that can be perceived as derogatory towards women],That's on my whole life with you) Lil mama bust a sexual thing Can u know our time is really precious And u get with you),True,False,False
964,0,3502,34083197,"{'race': 'white', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a sexual innuendo and a colloquialism that can be perceived as derogatory towards women],That's on my whole life with you) Lil mama bust a sexual thing Can u know our time is really precious And u get with you),True,False,False
968,0,3473,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains derogatory language towards women and uses a racial slur],Let Me Go By My Man Girl ; You Hoes Miserable On God :joy_cat::kissing_heart:,True,True,False
988,0,3541,43606178,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a generalization that all straight people are oppressed and implies that they are hateful towards others],doesnt matter if straights r oppressed or not sayin u hate all of them even if you dont mean it is as bad as homophobes sayin they hate gays,True,False,False
989,0,3541,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a generalization that all straight people are oppressed and implies that they are hateful towards others],doesnt matter if straights r oppressed or not sayin u hate all of them even if you dont mean it is as bad as homophobes sayin they hate gays,True,False,False
1010,0,3645,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains explicit language and a reference to a song with a misogynistic tone],"Shorty Fucked My Friend, But I Like I Ain't Know - @2chainz voice #MoneyMadeMeDoIt x @PostMalone",True,True,False
1011,0,3645,34083197,"{'race': 'white', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains explicit language and a reference to a sex act],"Shorty Fucked My Friend, But I Like I Ain't Know - @2chainz voice #MoneyMadeMeDoIt x @PostMalone",True,True,False
1015,0,3757,34083197,"{'race': 'white', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains explicit language and excessive use of emojis],WHO FUCKING WITH ME TONIGHT & TOMORROW!?!!! BIRTHDAY IS HERE LIL' BX!:stuck_out_tongue_closed_eyes::stuck_out_tongue_closed_eyes::stuck_out_tongue_closed_eyes::stuck_out_tongue_closed_eyes::stuck_out_tongue_closed_eyes:,True,True,False
1021,0,1435,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains hate speech and stereotypes against people of different races and ethnicities],"it must be pretty damning to racially mock people who are the same race as you. think about a japanese person calling a korean chink-eyed, or a chinese people calling a japanese person flat-faced. how fucking retarded would it be? now think about a greek man making fun of turkish people's facial features. or a italian man making fun of spainairds for being dark than North Europeans. how fucked up would it be?",False,True,False
1024,0,152,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains derogatory language towards a group of insects],my basement is full of those nasty cockroaches,False,False,False
1025,0,152,34083197,"{'race': 'white', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains derogatory language towards a group of insects],my basement is full of those nasty cockroaches,False,False,False
1027,0,2022,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains a racial slur and promotes violence],Damnnn. All these guys 234 beefing with used to be their mates. This shit is dumb confusing. They need to squash these beefs south Philly ain't that big yo niggahs,True,True,True
1044,0,665,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it contains hate speech and racial slurs],One of our own fans was calling me a black bastard and a fucking disgrace to the club and saying 'Fuck off back to your country' and 'You're a coon' and the whole lot.,False,True,False
1053,0,1711,24252197,"{'race': 'black', 'political': 'liberal'}",1,[the sentence is offensive][because][it perpetuates a negative stereotype about black people],if you watch tv you just see top boy and other stuff… youd quickly start thinking that black people are all just gangstas and drug peddlers. There's a reason for that!!,False,False,True
