Unnamed: 0,offensiveYN,HITId,WorkerId,post,prompt
2592,1.0,3B0MCRZMBROWPTII82I4IHRWMPCPPD,-3114316428557054065,RT @bubblestbh: When bae says somethin that pisses you off but you're trying to not to be crazy anymore https://t.co/iYDsEokR1x,"You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: RT @bubblestbh: When bae says somethin that pisses you off but you're trying to not to be crazy anymore https://t.co/iYDsEokR1x
 Output: "
7894,1.0,3OJX0UFJ0Z1OPBA78ZL16XEGRDQ9UQ,7067515179960755087,"I'm not going to screen you for STDs because you aren't really at risk as a lesbian. But then again, I don't really know how you people have sex.","You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'black', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: I'm not going to screen you for STDs because you aren't really at risk as a lesbian. But then again, I don't really know how you people have sex.
 Output: "
10101,0.0,3HRWUH63QUWSTYOM88WYGMHKYQ65N6,980292540985390308,"Woman takes advantage of her husband, performs deviant act on him despite him saying he was against it beforehand (practically rape)","You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenX'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: Woman takes advantage of her husband, performs deviant act on him despite him saying he was against it beforehand (practically rape)
 Output: "
7300,1.0,3JMNNNO3B1YQHVEDIQLNEYRZZB1W2Z,-3114316428557054065,why are blacks the most common users of vine ? because it brings them back to when they were swinging on the vines <number> years ago .,"You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: why are blacks the most common users of vine ? because it brings them back to when they were swinging on the vines <number> years ago .
 Output: "
7458,1.0,35F6NGNVM8D5BF7PTXX7N5186X6T7N,-4671295340405687436,i date women like i like my eggs in the morning . <repeat> whites only,"You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: i date women like i like my eggs in the morning . <repeat> whites only
 Output: "
10206,0.0,3GVPRXWRPHOF21REZLY39YZZ3X97I9,-4972502847858722232,Do they ever get tired of finding excuses to link here?,"You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: Do they ever get tired of finding excuses to link here?
 Output: "
9972,0.0,36JW4WBR06ESLZV0BMEUXEB118AHFR,-5471608738051449110,"I think I'm gonna cry again
Another NYE alone

I hate my life so much 

Where's my New Year's Kiss and party 

Fuck","You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: I think I'm gonna cry again
Another NYE alone

I hate my life so much 

Where's my New Year's Kiss and party 

Fuck
 Output: "
9021,1.0,3TX9T2ZCB9VGN6HP7XU11916SZZWZ8,-4210633818511154946,"All the jews I have ever known will do anything for money , and all I can say is there are no good jews","You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: All the jews I have ever known will do anything for money , and all I can say is there are no good jews
 Output: "
1655,0.0,3MIVREZQVHSGEEMHVNSLM5V7ZUWKQ6,-1638570835356793490,Whelp gotta simplify the control scheme because my original media is gone forever that or I spend a year remaking my first album.,"You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'man', 'race': 'hisp', 'generation': 'GenZ'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: Whelp gotta simplify the control scheme because my original media is gone forever that or I spend a year remaking my first album.
 Output: "
6705,0.0,367O8HRHKG27DSCR2ZUAAOLCKT6S4M,4224836053735053558,"Enjoyed ""Wild,"" digging the female-centered story, wish we made more nuanced, deep stories like it with nonwhite casts.","You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'asian', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: Enjoyed ""Wild,"" digging the female-centered story, wish we made more nuanced, deep stories like it with nonwhite casts.
 Output: "
4040,1.0,3UQVX1UPFSBX95DSPJS273IV3AE208,1993680211374950203,How did the Jews react when WW II was over? They were so gassed,"You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenX'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: How did the Jews react when WW II was over? They were so gassed
 Output: "
4829,1.0,32L724R85LE487VEV7SK9KQK0GLPIF,-3114316428557054065,What do you call a Jew with autism? Auschwistic,"You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: What do you call a Jew with autism? Auschwistic
 Output: "
7862,,3JYPJ2TAYI2KYGTOUZMZ6NDSMUSPF1,1970909591341798263,"We're very sorry if we offended you. This was very uncomfortable for us. The problem was not you, G-d forbid, but that your relationship would become a topic at the Shabbos table that might cause our other guests discomfort and confuse our children. Again we apologize for offending you. Shabbat Shalom.","You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenX'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: We're very sorry if we offended you. This was very uncomfortable for us. The problem was not you, G-d forbid, but that your relationship would become a topic at the Shabbos table that might cause our other guests discomfort and confuse our children. Again we apologize for offending you. Shabbat Shalom.
 Output: "
8273,0.0,3MJ9GGZYO30TAIBAHLPVW9U8F832A3,-8112240862397798182,"WH statement: ""ANY DEAL ON DACA MUST END CHAIN MIGRATION, ELIMINATE THE VISA LOTTERY, AND FULLY SECURE THE BORDER, INCLUDING WITH A WALL.""","You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'man', 'race': 'asian', 'generation': 'GenZ'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: WH statement: ""ANY DEAL ON DACA MUST END CHAIN MIGRATION, ELIMINATE THE VISA LOTTERY, AND FULLY SECURE THE BORDER, INCLUDING WITH A WALL.""
 Output: "
500,0.5,3XU80RHWHZAOB7AGCYYSCL565H244X,-4210633818511154946,i want a dyke clique,"You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: i want a dyke clique
 Output: "
7822,0.0,3D0LPO3EABT8D7YIKP1868FII0MOYG,-4972502847858722232,Bad management decisions could easily blow any amount of money.,"You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: Bad management decisions could easily blow any amount of money.
 Output: "
2963,1.0,3L2OEKSTW945SFB2D8CC9MPI1LCY8V,1970909591341798263,You used to be able to walk into a shop with £2.00 and leave with all you could possibly need. Now all the blacks are beating us to it.,"You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'white', 'generation': 'GenX'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: You used to be able to walk into a shop with £2.00 and leave with all you could possibly need. Now all the blacks are beating us to it.
 Output: "
4337,1.0,3L7SUC0TTUONG9HLZ1BMMCWT9FVM0J,1664464732976706798,When two fat American's have sex it's... MISSIONARY IMPOSSIBLE.,"You are a person asked to provide precise information about offensiveness of sentences. You are characterized by the following demographics: {'gender': 'woman', 'race': 'hisp', 'generation': 'GenY'}
 ### Instruction:
 Given the sentence in input (Input) taken from a social network, your task is to determine if the text is offensive and why. Some of the sentences may contain hate or explicit language, please provide an answer in any case.
 Provide in output (Output) a single label among the following arrays ['offensive', 'not offensive']. Add a brief explanation following the format [the sentence is offensive/is not offensive] [because] [explanation].
 Input: When two fat American's have sex it's... MISSIONARY IMPOSSIBLE.
 Output: "
