,annID,postCategory,postId,toyou,toany,intent,racist,off_avg,empathy,racism,harmHateSpeech,lingPurism,freeSpeech,traditionalism,altruism,divSocialCircle,annotatorGender,manVsWoman,annotatorRace,whiteVsBlack,annotatorPolitics,politicallyEngaged,sexualOrientation,straightOrNot,bornUS,BLMsupport,socialMediaUsage,nLanguagesSpoken,tweet
26,2,AAE,3,3,3,3,1,3.0,0.875,-0.5,0.8333333333333334,1.0,-0.3,0.625,0.5,-0.8333333333333334,woman,1.0,white,0.0,1.0,1.0,straight,0,1,0.0,5,1,When everything is going accordingly the enemy always try to come creep up on you but I aint havin it !! buhh byee
27,2,AAE,4,1,1,1,1,1.0,0.875,-0.5,0.8333333333333334,1.0,-0.3,0.625,0.5,-0.8333333333333334,woman,1.0,white,0.0,1.0,1.0,straight,0,1,0.0,5,1,"You can't slang no tea☕️, cause he been putting me on bout everything 😏. I could only wish dawg the best🤝"
28,2,Vulgar,1,1,1,1,1,1.0,0.875,-0.5,0.8333333333333334,1.0,-0.3,0.625,0.5,-0.8333333333333334,woman,1.0,white,0.0,1.0,1.0,straight,0,1,0.0,5,1,I sort of fuckin love how close my gf is with my family like that she knows about my family jokes before I fuckin do
29,2,Vulgar,2,3,3,5,1,3.0,0.875,-0.5,0.8333333333333334,1.0,-0.3,0.625,0.5,-0.8333333333333334,woman,1.0,white,0.0,1.0,1.0,straight,0,1,0.0,5,1,I’m hoping that Cersei gets her ass handed to her but I love Daenerys and Jon ;3; I don’t want either of em losing xD
30,2,Vulgar,3,1,1,1,1,1.0,0.875,-0.5,0.8333333333333334,1.0,-0.3,0.625,0.5,-0.8333333333333334,woman,1.0,white,0.0,1.0,1.0,straight,0,1,0.0,5,1,I got mosquito bites on my foot and they fucking hurt
31,2,Vulgar,4,1,1,1,1,1.0,0.875,-0.5,0.8333333333333334,1.0,-0.3,0.625,0.5,-0.8333333333333334,woman,1.0,white,0.0,1.0,1.0,straight,0,1,0.0,5,1,Personally I think it would be fucking hilarious to put Franziska or Godot in but idk if they’re important enough characters to make the cut
32,2,targetsBlackPeople,1,4,4,4,5,4.0,0.875,-0.5,0.8333333333333334,1.0,-0.3,0.625,0.5,-0.8333333333333334,woman,1.0,white,0.0,1.0,1.0,straight,0,1,0.0,5,1,I don’t get government benefits just for being white.
33,2,targetsBlackPeople,2,3,3,3,3,3.0,0.875,-0.5,0.8333333333333334,1.0,-0.3,0.625,0.5,-0.8333333333333334,woman,1.0,white,0.0,1.0,1.0,straight,0,1,0.0,5,1,Where is white history month? Why can’t I have white pride day?
34,2,targetsBlackPeople,3,3,3,3,2,3.0,0.875,-0.5,0.8333333333333334,1.0,-0.3,0.625,0.5,-0.8333333333333334,woman,1.0,white,0.0,1.0,1.0,straight,0,1,0.0,5,1,"I don’t like black doctors, it’s just my preference."
35,2,targetsBlackPeople,4,3,3,3,4,3.0,0.875,-0.5,0.8333333333333334,1.0,-0.3,0.625,0.5,-0.8333333333333334,woman,1.0,white,0.0,1.0,1.0,straight,0,1,0.0,5,1,Anti-Black racism isn’t that big of a deal because people treated Italians like this in the 60’s and 70’s
36,3,AAE,1,3,2,2,1,2.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,If u grown & still get thirsty for Jordans knowin erbody else gon havem & u still feel like u accomplished something that say alot about u
37,3,AAE,2,1,2,1,1,1.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,Just spent a whole 20k(imaginary money) on a home studio.. And used the last 3$ 2 get some flowers n a gift card for YA BIHH.
38,3,AAE,3,1,1,1,1,1.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,When everything is going accordingly the enemy always try to come creep up on you but I aint havin it !! buhh byee
39,3,AAE,4,1,1,1,1,1.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,"You can't slang no tea☕️, cause he been putting me on bout everything 😏. I could only wish dawg the best🤝"
40,3,Vulgar,1,1,2,1,1,1.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,I sort of fuckin love how close my gf is with my family like that she knows about my family jokes before I fuckin do
41,3,Vulgar,2,3,3,2,1,3.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,I’m hoping that Cersei gets her ass handed to her but I love Daenerys and Jon ;3; I don’t want either of em losing xD
42,3,Vulgar,3,1,1,1,1,1.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,I got mosquito bites on my foot and they fucking hurt
43,3,Vulgar,4,3,2,2,1,2.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,Personally I think it would be fucking hilarious to put Franziska or Godot in but idk if they’re important enough characters to make the cut
44,3,targetsBlackPeople,1,2,3,3,2,2.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,I don’t get government benefits just for being white.
45,3,targetsBlackPeople,2,3,3,4,4,3.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,Where is white history month? Why can’t I have white pride day?
46,3,targetsBlackPeople,3,4,5,3,5,4.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,"I don’t like black doctors, it’s just my preference."
47,3,targetsBlackPeople,4,2,4,3,3,3.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1,Anti-Black racism isn’t that big of a deal because people treated Italians like this in the 60’s and 70’s
48,4,AAE,1,1,2,1,1,1.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,If u grown & still get thirsty for Jordans knowin erbody else gon havem & u still feel like u accomplished something that say alot about u
49,4,AAE,2,1,1,1,1,1.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,Just spent a whole 20k(imaginary money) on a home studio.. And used the last 3$ 2 get some flowers n a gift card for YA BIHH.
50,4,AAE,3,1,2,1,1,1.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,When everything is going accordingly the enemy always try to come creep up on you but I aint havin it !! buhh byee
51,4,AAE,4,1,1,1,1,1.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,"You can't slang no tea☕️, cause he been putting me on bout everything 😏. I could only wish dawg the best🤝"
52,4,Vulgar,1,1,2,1,1,1.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,I sort of fuckin love how close my gf is with my family like that she knows about my family jokes before I fuckin do
53,4,Vulgar,2,2,2,1,1,2.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,I’m hoping that Cersei gets her ass handed to her but I love Daenerys and Jon ;3; I don’t want either of em losing xD
54,4,Vulgar,3,1,1,1,1,1.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,I got mosquito bites on my foot and they fucking hurt
55,4,Vulgar,4,1,1,1,1,1.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,Personally I think it would be fucking hilarious to put Franziska or Godot in but idk if they’re important enough characters to make the cut
56,4,targetsBlackPeople,1,2,3,1,3,2.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,I don’t get government benefits just for being white.
57,4,targetsBlackPeople,2,3,4,2,4,3.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,Where is white history month? Why can’t I have white pride day?
58,4,targetsBlackPeople,3,4,4,2,5,4.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,"I don’t like black doctors, it’s just my preference."
59,4,targetsBlackPeople,4,4,5,2,4,4.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,Anti-Black racism isn’t that big of a deal because people treated Italians like this in the 60’s and 70’s
60,7,AAE,1,2,3,2,1,2.5,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,If u grown & still get thirsty for Jordans knowin erbody else gon havem & u still feel like u accomplished something that say alot about u
61,7,AAE,2,1,1,1,1,1.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,Just spent a whole 20k(imaginary money) on a home studio.. And used the last 3$ 2 get some flowers n a gift card for YA BIHH.
62,7,AAE,3,2,3,3,1,2.5,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,When everything is going accordingly the enemy always try to come creep up on you but I aint havin it !! buhh byee
63,7,AAE,4,1,2,2,1,1.5,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,"You can't slang no tea☕️, cause he been putting me on bout everything 😏. I could only wish dawg the best🤝"
64,7,Vulgar,1,2,2,1,1,2.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,I sort of fuckin love how close my gf is with my family like that she knows about my family jokes before I fuckin do
65,7,Vulgar,2,2,2,2,1,2.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,I’m hoping that Cersei gets her ass handed to her but I love Daenerys and Jon ;3; I don’t want either of em losing xD
66,7,Vulgar,3,2,2,1,1,2.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,I got mosquito bites on my foot and they fucking hurt
67,7,Vulgar,4,2,2,1,1,2.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,Personally I think it would be fucking hilarious to put Franziska or Godot in but idk if they’re important enough characters to make the cut
68,7,targetsBlackPeople,1,5,5,5,5,5.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,I don’t get government benefits just for being white.
69,7,targetsBlackPeople,2,5,5,5,5,5.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,Where is white history month? Why can’t I have white pride day?
70,7,targetsBlackPeople,3,3,4,4,5,3.5,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,"I don’t like black doctors, it’s just my preference."
71,7,targetsBlackPeople,4,4,5,5,5,4.5,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1,Anti-Black racism isn’t that big of a deal because people treated Italians like this in the 60’s and 70’s
72,8,AAE,1,1,2,1,1,1.5,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,If u grown & still get thirsty for Jordans knowin erbody else gon havem & u still feel like u accomplished something that say alot about u
73,8,AAE,2,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,Just spent a whole 20k(imaginary money) on a home studio.. And used the last 3$ 2 get some flowers n a gift card for YA BIHH.
74,8,AAE,3,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,When everything is going accordingly the enemy always try to come creep up on you but I aint havin it !! buhh byee
75,8,AAE,4,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,"You can't slang no tea☕️, cause he been putting me on bout everything 😏. I could only wish dawg the best🤝"
76,8,Vulgar,1,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,I sort of fuckin love how close my gf is with my family like that she knows about my family jokes before I fuckin do
77,8,Vulgar,2,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,I’m hoping that Cersei gets her ass handed to her but I love Daenerys and Jon ;3; I don’t want either of em losing xD
78,8,Vulgar,3,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,I got mosquito bites on my foot and they fucking hurt
79,8,Vulgar,4,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,Personally I think it would be fucking hilarious to put Franziska or Godot in but idk if they’re important enough characters to make the cut
80,8,targetsBlackPeople,1,2,2,2,2,2.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,I don’t get government benefits just for being white.
81,8,targetsBlackPeople,2,3,3,2,3,3.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,Where is white history month? Why can’t I have white pride day?
82,8,targetsBlackPeople,3,4,4,3,4,4.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,"I don’t like black doctors, it’s just my preference."
83,8,targetsBlackPeople,4,3,3,2,3,3.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1,Anti-Black racism isn’t that big of a deal because people treated Italians like this in the 60’s and 70’s
84,9,AAE,1,3,3,3,1,3.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,If u grown & still get thirsty for Jordans knowin erbody else gon havem & u still feel like u accomplished something that say alot about u
85,9,AAE,2,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,Just spent a whole 20k(imaginary money) on a home studio.. And used the last 3$ 2 get some flowers n a gift card for YA BIHH.
86,9,AAE,3,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,When everything is going accordingly the enemy always try to come creep up on you but I aint havin it !! buhh byee
87,9,AAE,4,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,"You can't slang no tea☕️, cause he been putting me on bout everything 😏. I could only wish dawg the best🤝"
88,9,Vulgar,1,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,I sort of fuckin love how close my gf is with my family like that she knows about my family jokes before I fuckin do
89,9,Vulgar,2,1,2,1,1,1.5,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,I’m hoping that Cersei gets her ass handed to her but I love Daenerys and Jon ;3; I don’t want either of em losing xD
90,9,Vulgar,3,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,I got mosquito bites on my foot and they fucking hurt
91,9,Vulgar,4,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,Personally I think it would be fucking hilarious to put Franziska or Godot in but idk if they’re important enough characters to make the cut
92,9,targetsBlackPeople,1,1,1,1,2,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,I don’t get government benefits just for being white.
93,9,targetsBlackPeople,2,1,5,4,4,3.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,Where is white history month? Why can’t I have white pride day?
94,9,targetsBlackPeople,3,5,5,5,5,5.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,"I don’t like black doctors, it’s just my preference."
95,9,targetsBlackPeople,4,5,5,2,5,5.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1,Anti-Black racism isn’t that big of a deal because people treated Italians like this in the 60’s and 70’s
96,10,AAE,1,1,1,1,1,1.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,If u grown & still get thirsty for Jordans knowin erbody else gon havem & u still feel like u accomplished something that say alot about u
97,10,AAE,2,1,1,1,1,1.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1,Just spent a whole 20k(imaginary money) on a home studio.. And used the last 3$ 2 get some flowers n a gift card for YA BIHH.
