postId,annId,offensiveYN,reasoning,source,prediction,tweet,dialAm,vulgar,targetsBlackPeople,isAAE,annotatorAge,annotatorGender,annotatorMinority,annotatorPolitics,annotatorRace,intent,racist,toany,toyou,off_avg,annotatorPoliticsBinary,cluster
3668,49021087,0,it is a colloquial way to express frustration and disappointment,gender_race,0,"im so laid back & Understanding , i Don't know why i get lied to :woman_shrugging_medium_skin_tone: i Honestly Truly don't be giving A Fuck :bangbang:",aae,True,False,True,25.0,man,{},-1.0,black,1,1,1,1,1.0,liberal,1
155,10638687,0,it is a neutral statement about a political issue,baseline,0,apparently Japan has accepted 28 refugees in the past years...28 is that it?,white,False,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
155,10638687,0,it is a neutral statement about a political issue,gender_race,0,apparently Japan has accepted 28 refugees in the past years...28 is that it?,white,False,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
2162,10638687,1,it contains a racial slur and explicit language,baseline,1,stop talking you fucking nigger !,hispanic,True,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
2162,10638687,1,it contains a racial slur and explicit language,gender_race,1,stop talking you fucking nigger !,hispanic,True,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
2153,3770894,1,it contains hate speech and racial slurs,baseline,1,Fuck them niggas cause I'm not down for those niggas! Fuck the other niggas 'cause I ride for my whites. I'm here and I ride and I die for my whites,aae,True,True,True,40.0,woman,black; female,-1.0,black,5,5,5,5,5.0,liberal,0
2153,3770894,1,it contains hate speech and racial slurs,gender_race,1,Fuck them niggas cause I'm not down for those niggas! Fuck the other niggas 'cause I ride for my whites. I'm here and I ride and I die for my whites,aae,True,True,True,40.0,woman,black; female,-1.0,black,5,5,5,5,5.0,liberal,0
4121,10166032,1,it contains hate language and derogatory terms towards women and racial slurs,baseline,1,If this bitch don't get !!!!!! :joy::joy::joy::joy::joy: I stg she like 15 & wanna fuss with me !! :joy::joy::joy: me & the nigga crineee on ft at her silly ass ! :joy::joy::joy:,aae,True,False,True,45.0,man,{},0.0,black,5,1,4,4,4.0,neutral,0
4121,10166032,1,it contains derogatory language towards women and uses a racial slur,gender_race,1,If this bitch don't get !!!!!! :joy::joy::joy::joy::joy: I stg she like 15 & wanna fuss with me !! :joy::joy::joy: me & the nigga crineee on ft at her silly ass ! :joy::joy::joy:,aae,True,False,True,45.0,man,{},0.0,black,5,1,4,4,4.0,neutral,0
1641,10638687,1,it conveys a stereotypical message suggesting that black people are unintelligent and cannot understand certain conversations,baseline,1,black people normally would not even bother engaging in these conversations because they know they are tough as a brick wall and cannot understand them,white,False,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
1641,10638687,1,it conveys a stereotypical message suggesting that black people are unintelligent and cannot understand certain conversations,gender_race,1,black people normally would not even bother engaging in these conversations because they know they are tough as a brick wall and cannot understand them,white,False,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
2155,10638687,1,it contains hate speech and uses derogatory language to describe a racial group,baseline,1,"This is great man, because I hate niggers too...those jenkem-sucking, welfare-worshiping, shit-skinned, sickle-celled, ass-raping, vine-swinging, bongo-beating bush monkeys Literally apes dirty apes all of them",white,True,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
2155,10638687,1,it contains a plethora of racial slurs and derogatory language,gender_race,1,"This is great man, because I hate niggers too...those jenkem-sucking, welfare-worshiping, shit-skinned, sickle-celled, ass-raping, vine-swinging, bongo-beating bush monkeys Literally apes dirty apes all of them",white,True,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
3455,10638687,1,it contains a derogatory term for a woman and implies that the woman is promiscuous,baseline,1,How you get mad at me cause I'm wit somebody else ain't nobody tell you to go be a hoe wen I was wit you,aae,True,False,True,40.0,woman,{},-0.5,black,5,1,5,5,5.0,liberal,0
3455,10638687,1,it contains a derogatory term for a woman and implies that she is promiscuous,gender_race,1,How you get mad at me cause I'm wit somebody else ain't nobody tell you to go be a hoe wen I was wit you,aae,True,False,True,40.0,woman,{},-0.5,black,5,1,5,5,5.0,liberal,0
100,49021087,0,it is a strong criticism but does not contain hate speech or explicit language,baseline,0,They behave in such foolish ways that I'm suprised they're still around.,hispanic,False,False,False,25.0,man,{},-1.0,black,3,3,2,2,2.0,liberal,0
100,49021087,0,it is a general statement about people's behavior,gender_race,0,They behave in such foolish ways that I'm suprised they're still around.,hispanic,False,False,False,25.0,man,{},-1.0,black,3,3,2,2,2.0,liberal,1
3122,3770894,1,it contains hate speech and derogatory language towards a woman,baseline,1,bad news in the air.... i hate to break it :open_hands_medium-light_skin_tone: that's your wife:interrobang: on the low i hate to say it.... that bitch BASIC:bangbang:- @iitsAD,white,True,False,False,40.0,woman,black; female,-1.0,black,5,1,5,5,5.0,liberal,0
3122,3770894,1,it contains derogatory language and a stereotype about women,gender_race,1,bad news in the air.... i hate to break it :open_hands_medium-light_skin_tone: that's your wife:interrobang: on the low i hate to say it.... that bitch BASIC:bangbang:- @iitsAD,white,True,False,False,40.0,woman,black; female,-1.0,black,5,1,5,5,5.0,liberal,0
3251,3770894,0,it is a news report,baseline,0,Judge rules to allow 1st Title IX claim against Baylor - and negligence claims against frm Coach Art Briles & frm AD Ian McCaw - to proceed,aae,False,False,True,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,1
3251,3770894,0,it is a news headline,gender_race,0,Judge rules to allow 1st Title IX claim against Baylor - and negligence claims against frm Coach Art Briles & frm AD Ian McCaw - to proceed,aae,False,False,True,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,1
15,3088028,0,it is a neutral statement,baseline,0,Why don't Max just stay in the kitchen?,white,False,False,False,30.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
15,3088028,0,it is a neutral statement about a person's profession,gender_race,0,Why don't Max just stay in the kitchen?,white,False,False,False,30.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
3498,10638687,1,it contains explicit language and a derogatory term for a woman's genitalia,baseline,1,Sick to death of either seein nobs or ur minge on ur story,aae,False,False,True,40.0,woman,{},-0.5,black,4,1,5,5,5.0,liberal,0
3498,10638687,1,it contains explicit language and a derogatory term for a woman's genitalia,gender_race,1,Sick to death of either seein nobs or ur minge on ur story,aae,False,False,True,40.0,woman,{},-0.5,black,4,1,5,5,5.0,liberal,0
847,10638687,1,it contains hate speech and promotes violence against a racial group,baseline,1,Black people are just totally pointless in society and should be removed,white,False,False,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
847,10638687,1,it contains hate speech and promotes violence against a racial group,gender_race,1,Black people are just totally pointless in society and should be removed,white,False,False,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
1546,10638687,1,it contains a racial slur and promotes a negative stereotype about black people,baseline,1,Yale University was named for Elihu Yale. Not just a man who had slaves. A visionary who actually traded slaves. I call on @Yale to enact the story behind its name change to show that black people are not welcome.,white,False,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
1546,10638687,1,it contains a racial slur and promotes a negative stereotype about black people,gender_race,1,Yale University was named for Elihu Yale. Not just a man who had slaves. A visionary who actually traded slaves. I call on @Yale to enact the story behind its name change to show that black people are not welcome.,white,False,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
2722,8526465,0,it is a political statement that uses strong language but does not contain hate speech or explicit language,baseline,0,Black and Brown activists: ICE & police are terrorizing our people White liberals: We won't give up until we get Trump's tax returns!,white,False,False,False,35.0,man,{},0.0,black,2,1,2,1,1.5,neutral,1
2722,8526465,0,it is a political statement that uses strong language but does not contain hate speech or explicit language,gender_race,0,Black and Brown activists: ICE & police are terrorizing our people White liberals: We won't give up until we get Trump's tax returns!,white,False,False,False,35.0,man,{},0.0,black,2,1,2,1,1.5,neutral,1
2240,3770894,0,it is a sports schedule,baseline,0,"Away today, 3/30... Girls Tennis @ Woodbridge, 3:30 Girls Soccer @ Woodbridge - JV-5:30, V-7 JV Softball @ Broad Run, 6:30 #GoLadyRaiders",white,False,False,False,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,1
2240,3770894,0,it is a sports schedule,gender_race,0,"Away today, 3/30... Girls Tennis @ Woodbridge, 3:30 Girls Soccer @ Woodbridge - JV-5:30, V-7 JV Softball @ Broad Run, 6:30 #GoLadyRaiders",white,False,False,False,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,1
1632,10638687,1,it promotes hate speech against a particular race,baseline,1,"here's a new Law coming soon, its Illegal to be white",white,False,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
1632,10638687,1,it promotes racism and discrimination against a particular race,gender_race,1,"here's a new Law coming soon, its Illegal to be white",white,False,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
2349,10638687,0,it is a neutral statement about public discourse,baseline,0,Yeah U did ask - you are speaking to the public with knowledge of their right to reply. If someone speaks back to U it's between U and them.,white,False,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
2349,10638687,0,it is a neutral statement about public discourse,gender_race,0,Yeah U did ask - you are speaking to the public with knowledge of their right to reply. If someone speaks back to U it's between U and them.,white,False,False,False,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
2992,3770894,0,it is an expression of frustration,baseline,0,Not having access to my money is fucking pissing me off!!!!,white,True,False,False,40.0,woman,black; female,-1.0,black,2,1,3,2,2.5,liberal,1
2992,3770894,0,it is an expression of frustration,gender_race,0,Not having access to my money is fucking pissing me off!!!!,white,True,False,False,40.0,woman,black; female,-1.0,black,2,1,3,2,2.5,liberal,1
1663,10638687,1,it contains a racial slur and a stereotype,baseline,1,"well I think everyone should have the right to see it up close and personal, in a zoo, where all blacks belong",white,False,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
1663,10638687,1,it contains a racial slur and a stereotype about the place where black people belong,gender_race,1,"well I think everyone should have the right to see it up close and personal, in a zoo, where all blacks belong",white,False,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
613,10638687,1,it contains a list of hate speech and derogatory terms for various groups of people,baseline,1,"""Fuck niggers, kikes, trannies, faggots, spics, arabs, chinks, greasers and fuck jannies!"" -  Please do us all a favor and log off for a bit cause you're not okay.",hispanic,True,False,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
613,10638687,1,it contains a list of hate speech and derogatory terms for various groups of people,gender_race,1,"""Fuck niggers, kikes, trannies, faggots, spics, arabs, chinks, greasers and fuck jannies!"" -  Please do us all a favor and log off for a bit cause you're not okay.",hispanic,True,False,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
2320,3770894,0,it is a motivational quote,baseline,0,"Find your spirit, and no challenge will keep you from achieving your goals. - Christopher Penn #quote",white,False,False,False,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,1
2320,3770894,0,it is a motivational quote,gender_race,0,"Find your spirit, and no challenge will keep you from achieving your goals. - Christopher Penn #quote",white,False,False,False,40.0,woman,black; female,-1.0,black,1,1,1,1,1.0,liberal,1
3558,10638687,1,it contains hate speech and abusive language,baseline,1,How he dare to say this..... Who is thia idiot !!!!! @ZeeNews # taal thok k,aae,False,False,True,40.0,woman,{},-0.5,black,5,1,5,5,5.0,liberal,0
3558,10638687,1,it contains hate language and a racial slur,gender_race,1,How he dare to say this..... Who is thia idiot !!!!! @ZeeNews # taal thok k,aae,False,False,True,40.0,woman,{},-0.5,black,5,1,5,5,5.0,liberal,0
500,3088028,0,it is a metaphorical expression,baseline,0,plums are one of the reasons why the world sucks,white,True,False,False,30.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
500,3088028,0,it is a metaphorical expression,gender_race,0,plums are one of the reasons why the world sucks,white,True,False,False,30.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
3237,74158862,1,it is a lighthearted and playful conversation between two people,baseline,0,"""Finally got my gf to watch #WynonnaEarp last night. She kept calling Bobo """"The Badonkadonk"""" so you win some you lose some I guess.""",aae,False,False,True,45.0,man,NONE,1.0,black,4,4,4,3,3.5,conservative,1
3237,74158862,1,it is a lighthearted and playful conversation between two people,gender_race,0,"""Finally got my gf to watch #WynonnaEarp last night. She kept calling Bobo """"The Badonkadonk"""" so you win some you lose some I guess.""",aae,False,False,True,45.0,man,NONE,1.0,black,4,4,4,3,3.5,conservative,1
2656,10638687,1,it contains hate speech and derogatory language towards politicians and a religious group,baseline,1,The politicians -animals are dancing on the street of Pakistan-AAM ADMI are looking at them-and then look in the sky in search of God-,white,False,False,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
2656,10638687,1,it is a metaphorical expression of the politicians' actions,gender_race,0,The politicians -animals are dancing on the street of Pakistan-AAM ADMI are looking at them-and then look in the sky in search of God-,white,False,False,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,1
3431,10638687,0,it is a positive comment about a song,baseline,0,""":: I have to listen to Con Funk Shun | """"Love's Train LIVE"""" from the Live For Ya Ass album every morning ..""",aae,True,False,True,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
3431,10638687,0,it is a positive comment about a song,gender_race,0,""":: I have to listen to Con Funk Shun | """"Love's Train LIVE"""" from the Live For Ya Ass album every morning ..""",aae,True,False,True,40.0,woman,{},-0.5,black,1,1,1,1,1.0,liberal,1
3348,10166032,0,it is a casual conversation about a personal experience and does not contain any explicit language or hate speech,baseline,0,You know what it's cool... :joy: Dee gonna get signed bruh I know it! We was robbed once again :expressionless: #TheRapGame,aae,False,False,True,45.0,man,{},0.0,black,1,1,1,1,1.0,neutral,0
3348,10166032,0,it is a casual conversation about a personal experience,gender_race,0,You know what it's cool... :joy: Dee gonna get signed bruh I know it! We was robbed once again :expressionless: #TheRapGame,aae,False,False,True,45.0,man,{},0.0,black,1,1,1,1,1.0,neutral,1
2104,49021087,1,it conveys a racist message and contains derogatory language,baseline,1,I don't like being an ass man. I don't want to share a fetish with black people,hispanic,True,True,False,25.0,man,{},-1.0,black,5,5,5,5,5.0,liberal,0
2104,49021087,1,it conveys a discriminatory message towards black people,gender_race,1,I don't like being an ass man. I don't want to share a fetish with black people,hispanic,True,True,False,25.0,man,{},-1.0,black,5,5,5,5,5.0,liberal,0
810,10638687,1,it contains a reference to the holocaust and promotes anti-semitic views,baseline,1,Hitler had plenty of good reasons to get rid of the jews...according to necessity of course.,white,False,False,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
810,10638687,1,it contains a reference to the holocaust and promotes anti-semitic views,gender_race,1,Hitler had plenty of good reasons to get rid of the jews...according to necessity of course.,white,False,False,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
3699,8526465,0,it contains explicit language and a derogatory term for women,baseline,1,Why is everyone so worried about @Rashida_Staar and what she got going on Mind your mutha fucking business drama feeled bitchs,aae,True,False,True,35.0,man,{},0.0,black,3,1,2,2,2.0,neutral,0
3699,8526465,0,it contains explicit language and a derogatory term for women,gender_race,1,Why is everyone so worried about @Rashida_Staar and what she got going on Mind your mutha fucking business drama feeled bitchs,aae,True,False,True,35.0,man,{},0.0,black,3,1,2,2,2.0,neutral,0
1381,10638687,1,it contains a racial slur and makes a derogatory comparison between cats and a racial group,baseline,1,all cats do is shit and lick their balls. Just like some niggers I know.,white,True,False,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
1381,10638687,1,it contains a racial slur and makes a derogatory comparison between cats and black people,gender_race,1,all cats do is shit and lick their balls. Just like some niggers I know.,white,True,False,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
1725,10638687,1,"it contains racial slurs and stereotypes, including the use of the term 'whiteaho' to describe a predominantly white area, and derogatory terms for black and mexican people",baseline,1,"I was raised in Idaho, amazing place. There is a reason they call it whiteaho. There was 1 single black in my town growing up. He was a halfie and wasn't too bad. Though still did the whole poor black me whine. I don't remember ever meeting a J3w my entire life until I left the state. But. The Mexicans did infiltrate and there are quite a few wetbacks there. Only downfall.",white,False,True,False,40.0,woman,{},-0.5,black,5,5,5,5,5.0,liberal,0
